Date,Price,Open,High,Low,Vol.,Change %,return
31-Oct-17,438.3,441.9,441.9,437.6,119.51K,-0.32%,-0.003183989
1-Nov-17,440,439.8,444,438,117.97K,0.39%,0.003878622
2-Nov-17,441.1,438.2,443.9,438,257.64K,0.25%,0.0025
5-Nov-17,439.6,440.8,441,438.8,123.97K,-0.34%,-0.003400589
6-Nov-17,444.8,440.5,448.1,439.7,252.20K,1.18%,0.011828935
7-Nov-17,442.3,444.5,446.9,440.7,203.66K,-0.56%,-0.005620504
8-Nov-17,459,442,460,442,707.66K,3.78%,0.037757178
9-Nov-17,456.9,457,464.5,456,323.07K,-0.46%,-0.004575163
12-Nov-17,471.4,457.5,473,456,296.77K,3.17%,0.03173561
13-Nov-17,491.5,472.9,495,472.9,667.59K,4.26%,0.042638948
14-Nov-17,499.9,493.8,506.9,488,969.53K,1.71%,0.017090539
15-Nov-17,486.1,500,501,484.2,525.67K,-2.76%,-0.027605521
16-Nov-17,486.3,484,489.9,472,609.59K,0.04%,0.000411438
19-Nov-17,487.8,489,495,486,241.56K,0.31%,0.003084516
20-Nov-17,480.2,489.5,489.5,479.5,313.07K,-1.56%,-0.015580156
21-Nov-17,473.4,480,482.8,472.5,549.91K,-1.42%,-0.014160766
22-Nov-17,483.3,473.5,484.9,473,386.39K,2.09%,0.020912548
23-Nov-17,478.6,483,484,478.1,205.24K,-0.97%,-0.009724809
26-Nov-17,476.2,476.2,482,475.5,136.46K,-0.50%,-0.005014626
27-Nov-17,470.5,479.2,479.2,470,271.97K,-1.20%,-0.011969761
28-Nov-17,463.7,471,474.8,461.3,251.57K,-1.45%,-0.01445271
29-Nov-17,469.1,466,474,460.8,255.42K,1.16%,0.01164546
30-Nov-17,471.4,475,477,468.6,346.13K,0.49%,0.004903006
3-Dec-17,476.2,472.1,478.1,472.1,329.04K,1.02%,0.010182435
4-Dec-17,482.5,477,483,477,696.52K,1.32%,0.013229735
5-Dec-17,484.5,484,492,482.6,311.61K,0.41%,0.004145078
6-Dec-17,478.6,487,487.6,477.2,277.85K,-1.22%,-0.012177503
7-Dec-17,478,480.8,480.8,475.6,125.69K,-0.13%,-0.001253656
10-Dec-17,474.9,478.3,478.5,473.3,50.53K,-0.65%,-0.006485356
11-Dec-17,472.9,474.5,475.7,472.1,400.26K,-0.42%,-0.004211413
12-Dec-17,469.5,473.6,473.6,468.1,300.45K,-0.72%,-0.007189681
13-Dec-17,468.4,470,475.8,468,103.67K,-0.23%,-0.002342918
14-Dec-17,465.8,471.9,472,465.1,189.06K,-0.56%,-0.005550811
17-Dec-17,467,467.5,469.9,466,49.17K,0.26%,0.002576213
18-Dec-17,468.1,469.4,469.4,467.1,606.45K,0.24%,0.00235546
19-Dec-17,466.2,468.2,472,465,193.08K,-0.41%,-0.004058962
20-Dec-17,462.4,469,469,461,253.44K,-0.82%,-0.008151008
21-Dec-17,462.2,462.4,464.7,460.1,360.34K,-0.04%,-0.000432526
24-Dec-17,467.1,460.1,468,460.1,65.83K,1.06%,0.010601471
26-Dec-17,466.6,470.9,471.5,465,135.53K,-0.11%,-0.001070435
27-Dec-17,467.9,465.3,469.1,465,197.95K,0.28%,0.002786112
28-Dec-17,470.8,469.4,472,467,176.53K,0.62%,0.006197906
