Date,Price,Open,High,Low,Vol.,Change %,return
19-Feb-19,379.5,376,382.4,368,644.50K,0.64%,0.00636436
20-Feb-19,385.7,379.5,389.4,377.6,205.39K,1.63%,0.016337286
24-Feb-19,385.6,386,386.7,380.1,120.50K,-0.03%,-0.000259269
25-Feb-19,397.4,386.8,399.6,386.2,762.76K,3.06%,0.03060166
26-Feb-19,398.6,397.6,401.6,397,471.48K,0.30%,0.003019628
27-Feb-19,393.5,394.5,397,390.8,142.25K,-1.28%,-0.012794782
3-Mar-19,390,393.5,393.5,386.3,92.14K,-0.89%,-0.008894536
4-Mar-19,393.4,389,394.5,387,270.07K,0.87%,0.008717949
5-Mar-19,392,394,394,390,50.60K,-0.36%,-0.003558719
6-Mar-19,390,391.6,391.6,388.3,71.64K,-0.51%,-0.005102041
7-Mar-19,385.8,390,393.8,384,262.56K,-1.08%,-0.010769231
10-Mar-19,385.3,387,387.2,385,62.32K,-0.13%,-0.001296008
11-Mar-19,384.9,385.8,385.8,384,145.80K,-0.10%,-0.001038152
12-Mar-19,392.9,384.3,395.2,384,299.04K,2.08%,0.020784619
13-Mar-19,385.5,391.7,393.9,385,265.31K,-1.88%,-0.018834309
14-Mar-19,387.1,385,392.8,385,100.09K,0.42%,0.004150454
18-Mar-19,388.4,385.5,389.9,385.5,72.46K,0.34%,0.003358305
19-Mar-19,391.7,389,394.2,389,166.72K,0.85%,0.008496395
20-Mar-19,394.9,394,402,394,476.78K,0.82%,0.008169517
21-Mar-19,397.3,399,399,394,85.90K,0.61%,0.006077488
24-Mar-19,401.4,398,404.8,397.3,340.11K,1.03%,0.010319658
25-Mar-19,409.5,401.4,410.5,399.1,568.69K,2.02%,0.020179372
27-Mar-19,408.5,410.1,411.9,405,304.69K,-0.24%,-0.002442002
28-Mar-19,407.4,410,410.9,405.5,209.15K,-0.27%,-0.002692778
31-Mar-19,409.2,407,411,404.5,265.40K,0.44%,0.004418262
1-Apr-19,417,409.2,419.7,409,624.79K,1.91%,0.019061584
2-Apr-19,409.6,417,419,409,277.80K,-1.77%,-0.017745803
3-Apr-19,399.4,407,407,397.3,430.49K,-2.49%,-0.024902344
4-Apr-19,387.9,399,399,387.4,387.76K,-2.88%,-0.02879319
7-Apr-19,375.5,385,385.5,375.1,366.94K,-3.20%,-0.031967002
8-Apr-19,370.9,376,376,365.7,615.94K,-1.23%,-0.012250333
9-Apr-19,362,373,373,360.5,250.76K,-2.40%,-0.023995686
10-Apr-19,357.6,363,363,355.5,490.63K,-1.22%,-0.012154696
11-Apr-19,367.7,364,369.5,357,204.41K,2.82%,0.028243848
15-Apr-19,377.8,369.8,379.9,369.8,150.82K,2.75%,0.027468045
16-Apr-19,371.7,378.9,380,369.8,184.42K,-1.61%,-0.016146109
17-Apr-19,372.9,375.8,375.8,370,118.15K,0.32%,0.00322841
18-Apr-19,368.4,372.5,372.5,367.1,137.05K,-1.21%,-0.012067578
21-Apr-19,374,368.5,377.5,368,99.04K,1.52%,0.015200869
23-Apr-19,369.4,372.4,375,368.5,53.90K,-1.23%,-0.012299465
24-Apr-19,367.9,374.8,374.8,367.5,152.50K,-0.41%,-0.004060639
25-Apr-19,364.2,371,371.7,362.3,118.17K,-1.01%,-0.010057081
28-Apr-19,365.2,365,367.7,360,55.87K,0.27%,0.002745744
29-Apr-19,360,365.5,365.5,358.6,149.77K,-1.42%,-0.014238773
30-Apr-19,358.7,361,362,358,112.81K,-0.36%,-0.003611111
2-May-19,358.2,358.7,362,357,261.04K,-0.14%,-0.001393922
5-May-19,362.5,361.9,363.5,360,61.82K,1.20%,0.012004467
6-May-19,359.4,362.1,362.5,358.6,133.78K,-0.86%,-0.008551724
7-May-19,354.4,360,361,351,220.07K,-1.39%,-0.013912076
8-May-19,354.6,356,358,353.8,99.60K,0.06%,0.000564334
9-May-19,354.1,358.7,358.8,352.9,68.16K,-0.14%,-0.001410039
12-May-19,352.4,356,356,352,46.54K,-0.48%,-0.004800904
13-May-19,348.1,351.5,352.2,347,195.71K,-1.22%,-0.012202043
14-May-19,346.6,350.5,350.5,340.3,162.57K,-0.43%,-0.004309107
15-May-19,346.4,346,350,345,93.51K,-0.06%,-0.000577034
16-May-19,345.3,346.4,348.6,343.2,63.66K,-0.32%,-0.00317552
19-May-19,351.1,348.3,352.9,347.5,94.80K,1.68%,0.016796988
20-May-19,348,350.1,350.1,347.4,39.64K,-0.88%,-0.008829393
21-May-19,343.4,347.1,347.9,342.2,106.50K,-1.32%,-0.013218391
22-May-19,342.8,344.1,347.8,340.7,71.24K,-0.17%,-0.001747234
23-May-19,337.9,349.4,349.4,336.7,180.20K,-1.43%,-0.014294049
26-May-19,338.2,340,340,337.1,58.10K,0.09%,0.000887837
27-May-19,341.1,338.6,343.7,338.6,71.81K,0.86%,0.008574808
28-May-19,349.7,341.8,350.3,341.8,180.46K,2.52%,0.025212548
29-May-19,349.8,350,350,347.1,94.20K,0.03%,0.000285959
30-May-19,355.1,350,356,350,163.26K,1.52%,0.015151515
9-Jun-19,356.4,355.1,357.8,355.1,50.61K,0.37%,0.003660941
10-Jun-19,355.8,355.1,359,350.3,123.15K,-0.17%,-0.001683502
11-Jun-19,364,357.4,365,357.4,137.97K,2.30%,0.023046655
12-Jun-19,361.3,365,365,360,129.32K,-0.74%,-0.007417582
13-Jun-19,361.4,360.3,362.9,359.1,102.17K,0.03%,0.000276778
16-Jun-19,357.9,363.5,364.5,355.6,90.50K,-0.97%,-0.00968456
17-Jun-19,357.3,358.1,358.9,356.2,53.72K,-0.17%,-0.001676446
18-Jun-19,362.7,358.3,364.4,358,106.46K,1.51%,0.01511335
19-Jun-19,360.4,363.9,365,359,138.03K,-0.63%,-0.006341329
20-Jun-19,359.3,360.4,363,358,82.12K,-0.31%,-0.003052164
23-Jun-19,360.2,359.6,361.8,359.1,60.83K,0.25%,0.002504871
24-Jun-19,357.9,359.2,360.2,357.4,77.25K,-0.64%,-0.006385341
25-Jun-19,358.9,360.9,360.9,357.9,273.39K,0.28%,0.002794077
26-Jun-19,363.1,360,363.9,360,121.22K,1.17%,0.011702424
27-Jun-19,365.1,363.5,365.5,363.1,226.95K,0.55%,0.005508124
30-Jun-19,364.7,365,366,363.2,90.71K,-0.11%,-0.00109559
2-Jul-19,360.3,365,365,359.1,128.52K,-1.21%,-0.012064711
3-Jul-19,359.7,364.9,364.9,359.1,103.44K,-0.17%,-0.001665279
4-Jul-19,359.8,364,364,359,59.78K,0.03%,0.000278009
7-Jul-19,351.7,358.8,358.8,340.1,71.91K,-2.25%,-0.022512507
8-Jul-19,345.2,351.7,352,345,105.64K,-1.85%,-0.018481661
9-Jul-19,340.8,346,346,340,238.85K,-1.27%,-0.012746234
10-Jul-19,334.1,341.5,341.5,329.1,198.23K,-1.97%,-0.019659624
11-Jul-19,331.6,333,338,330.4,265.33K,-0.75%,-0.00748279
14-Jul-19,344.7,333,346.5,331.3,140.30K,3.95%,0.039505428
15-Jul-19,324.4,344.7,344.8,322.8,374.51K,-5.89%,-0.05889179
16-Jul-19,328,329,330.9,325.1,208.28K,1.11%,0.011097411
17-Jul-19,326,330,332.9,325.5,227.94K,-0.61%,-0.006097561
18-Jul-19,330.3,330,334.9,328.4,128.30K,1.32%,0.013190184
21-Jul-19,325.3,325,329.5,325,144.27K,-1.51%,-0.015137754
22-Jul-19,322.5,325.3,325.3,322,197.94K,-0.86%,-0.008607439
23-Jul-19,323.2,322,329.2,318,138.65K,0.22%,0.002170543
24-Jul-19,320.4,323.2,325,316,212.14K,-0.87%,-0.008663366
25-Jul-19,324.7,323,325,320.8,156.15K,1.34%,0.013420724
28-Jul-19,324.8,324.6,326.8,320.5,115.34K,0.03%,0.000307977
29-Jul-19,327.3,325.2,331,325.2,129.84K,0.77%,0.007697044
30-Jul-19,325.7,326.8,329.9,324.1,155.20K,-0.49%,-0.004888482
31-Jul-19,332.4,325.1,333.9,325.1,160.84K,2.06%,0.020571078
1-Aug-19,337.1,333,337.6,332.4,127.44K,1.41%,0.014139591
4-Aug-19,337.1,337.1,337.6,332.4,127.44K,0.00%,0
5-Aug-19,321.4,334,334,320.4,189.67K,-4.66%,-0.046573717
6-Aug-19,322.2,321.8,325,321.6,94.31K,0.25%,0.00248911
7-Aug-19,318.8,322.2,322.2,316.9,166.55K,-1.06%,-0.010552452
8-Aug-19,317.7,316.9,318.8,316.9,321.69K,-0.35%,-0.003450439
18-Aug-19,317,315.3,318,315.3,53.89K,-0.22%,-0.002203336
19-Aug-19,323.9,318,327,317.4,208.71K,2.18%,0.021766562
20-Aug-19,326.6,324.9,327.2,324.9,173.96K,0.83%,0.008335906
21-Aug-19,323.3,327,327,322,114.15K,-1.01%,-0.010104103
22-Aug-19,319.7,324,325,319,101.78K,-1.11%,-0.011135169
25-Aug-19,316.8,319.7,319.7,316.4,103.21K,-0.91%,-0.009071004
26-Aug-19,313.5,316.7,317,310.2,219.10K,-1.04%,-0.010416667
27-Aug-19,320.1,314.5,322,313.4,128.68K,2.11%,0.021052632
28-Aug-19,316.8,320.1,320.1,316.1,77.02K,-1.03%,-0.010309278
29-Aug-19,312,316.8,316.8,311.4,245.62K,-1.52%,-0.015151515
1-Sep-19,310,312.1,314.9,309,97.50K,-0.64%,-0.006410256
2-Sep-19,304.1,312.1,312.1,303,185.47K,-1.90%,-0.019032258
3-Sep-19,294.7,300,304.1,290.4,313.48K,-3.09%,-0.030910885
4-Sep-19,289.4,294.7,297.4,287.2,241.34K,-1.80%,-0.017984391
5-Sep-19,295.5,289.4,298,284.7,102.94K,2.11%,0.021078093
8-Sep-19,299.2,295.5,300,289.1,86.50K,1.25%,0.012521151
9-Sep-19,308,300,315,297.1,326.35K,2.94%,0.029411765
11-Sep-19,305.1,309.9,309.9,302,170.12K,-0.94%,-0.009415584
12-Sep-19,304.1,305.1,306,296.1,119.76K,-0.33%,-0.003277614
15-Sep-19,306.1,305,307.5,301,69.17K,0.66%,0.006576784
16-Sep-19,308.2,306.6,309.4,306.6,105.04K,0.69%,0.006860503
17-Sep-19,312.6,309.9,314.8,309.9,193.24K,1.43%,0.014276444
18-Sep-19,308.4,313.4,314.4,307,114.51K,-1.34%,-0.013435701
19-Sep-19,335.3,320,335.3,317,150.62K,8.72%,0.087224384
22-Sep-19,360.5,364,364.6,349.2,1.07M,7.52%,0.075156576
23-Sep-19,362.8,361,364.9,356.6,557.37K,0.64%,0.006380028
24-Sep-19,358.4,363.9,363.9,353.2,478.75K,-1.21%,-0.012127894
25-Sep-19,355.1,358,358,351.8,191.94K,-0.92%,-0.009207589
26-Sep-19,359.4,360,364,357.5,375.31K,1.21%,0.012109265
29-Sep-19,356.9,360,360,355.2,87.34K,-0.70%,-0.006956038
30-Sep-19,352.4,357.9,357.9,350.7,267.55K,-1.26%,-0.012608574
1-Oct-19,348.9,352.4,352.4,348,74.48K,-0.99%,-0.009931896
2-Oct-19,344.7,349,349,344,213.41K,-1.20%,-0.012037833
3-Oct-19,345.1,343.5,347,342.4,58.31K,0.12%,0.001160429
6-Oct-19,345.1,347,347,345,27.99K,0.00%,0
7-Oct-19,340.9,345.1,345.1,340.4,100.95K,-1.22%,-0.012170385
9-Oct-19,336,341,342,332.4,169.89K,-1.44%,-0.014373717
10-Oct-19,333,333.5,333.6,331.7,137.70K,-0.89%,-0.008928571
13-Oct-19,325.4,331.2,332.8,324.4,88.38K,-2.28%,-0.022822823
14-Oct-19,316.5,325,325,315.6,108.70K,-2.74%,-0.027350953
15-Oct-19,332.1,324.5,343,324.1,122.29K,4.93%,0.0492891
16-Oct-19,328.1,330,333,326.6,294.87K,-1.20%,-0.012044565
17-Oct-19,317.8,328.1,328.1,310,185.98K,-3.14%,-0.031392868
20-Oct-19,318.7,317,325,310,142.73K,0.28%,0.00283197
21-Oct-19,315.4,318.7,321.3,314.5,125.83K,-1.04%,-0.010354565
22-Oct-19,321.6,320,325,316,213.03K,1.97%,0.019657578
23-Oct-19,322.7,321.6,324.9,319,523.92K,0.34%,0.003420398
24-Oct-19,327.6,324,328.8,320.2,273.87K,1.52%,0.015184382
27-Oct-19,324.4,327.6,330.9,320,64.58K,-0.98%,-0.00976801
28-Oct-19,322.8,326,326,321.8,56.07K,-0.49%,-0.004932182
29-Oct-19,322.1,322.5,323,320.2,52.30K,-0.22%,-0.002168525
30-Oct-19,319.6,321.2,322.4,318,61.61K,-0.78%,-0.007761565
31-Oct-19,317.5,319.6,324,316.3,87.41K,-0.66%,-0.006570713
3-Nov-19,316.5,317,317.6,315.5,74.53K,-0.31%,-0.003149606
4-Nov-19,314.5,315.1,316.5,313.3,88.18K,-0.63%,-0.006319115
5-Nov-19,313.1,313.1,316,312.5,83.86K,-0.45%,-0.00445151
6-Nov-19,312.9,313,315,312.1,135.70K,-0.06%,-0.000638774
7-Nov-19,313.3,312.1,314.2,312.1,69.45K,0.13%,0.001278364
11-Nov-19,313.9,315.9,315.9,313.1,74.36K,0.19%,0.001915097
12-Nov-19,315.1,315,317.9,313.9,129.13K,0.38%,0.003822874
13-Nov-19,310.1,314.6,315.7,310,135.97K,-1.59%,-0.015867978
14-Nov-19,306.2,310.1,312.5,303.1,189.93K,-1.26%,-0.012576588
17-Nov-19,310.1,311,312,306.4,68.40K,1.27%,0.012736773
18-Nov-19,310.5,310.7,312.9,308.2,197.68K,0.13%,0.001289906
19-Nov-19,323,311.5,327,310.2,750.29K,4.03%,0.040257649
20-Nov-19,323.1,323.1,325.9,320.5,663.95K,0.03%,0.000309598
21-Nov-19,329.5,325,333,324.9,647.25K,1.98%,0.019808109
24-Nov-19,312,328.9,328.9,309.3,286.75K,-5.31%,-0.053110774
25-Nov-19,307.8,312,312,301.1,349.81K,-1.35%,-0.013461538
26-Nov-19,306.2,306,311.1,304,175.24K,-0.52%,-0.005198181
27-Nov-19,319.9,306.5,323,306.5,220.55K,4.47%,0.044741999
28-Nov-19,318.2,320,322.4,315,93.54K,-0.53%,-0.005314161
1-Dec-19,311.4,318,318,310,40.86K,-2.14%,-0.021370207
2-Dec-19,311.2,310.1,316,310.1,71.51K,-0.06%,-0.000642261
3-Dec-19,307.3,311.4,312.7,305.6,199.19K,-1.25%,-0.012532134
4-Dec-19,307,310,310,306.3,95.87K,-0.10%,-0.000976245
5-Dec-19,307.4,306,310,305,57.54K,0.13%,0.001302932
8-Dec-19,305.9,309.8,309.8,305,32.34K,-0.49%,-0.004879636
9-Dec-19,302.6,308,308,301.4,143.40K,-1.08%,-0.010787839
10-Dec-19,299.1,304,304,298.1,120.59K,-1.16%,-0.011566424
11-Dec-19,299,298.4,303.9,298.1,42.11K,-0.03%,-0.000334336
12-Dec-19,296.9,298.4,299.5,295.9,106.12K,-0.70%,-0.007023411
15-Dec-19,300,296.9,300.5,296,18.89K,1.04%,0.010441226
17-Dec-19,291.1,297.2,299.8,288.2,144.86K,-2.97%,-0.029666667
18-Dec-19,290,292,292,285.4,122.14K,-0.38%,-0.00377877
19-Dec-19,293.3,291.1,294.9,291.1,55.84K,1.14%,0.01137931
22-Dec-19,284.2,293,293,283,87.38K,-3.10%,-0.031026253
23-Dec-19,288.8,284.2,296,275.5,310.36K,1.62%,0.016185785
24-Dec-19,287.2,285,292.3,285,95.27K,-0.55%,-0.005540166
26-Dec-19,286.9,288,289.9,284,127.08K,-0.10%,-0.001044568
29-Dec-19,285.8,284.3,287.5,284.3,114.28K,-0.38%,-0.003834089
30-Dec-19,285.8,285.8,286.5,285,167.12K,0.00%,0
