Date,Price,Open,High,Low,Vol.,Change %,return
11-Dec-19,119,119.4,119.65,118.53,3.51M,-0.12%,-0.001175088
12-Dec-19,119.76,119,120.11,118.68,4.15M,0.64%,0.006386555
13-Dec-19,120.29,119.16,120.65,119.02,5.37M,0.44%,0.004425518
16-Dec-19,120.54,120.42,121.35,120.42,5.35M,0.21%,0.002078311
17-Dec-19,121.28,120.95,121.7,120.7,4.58M,0.61%,0.006139041
18-Dec-19,119.86,121.51,121.68,119.84,5.10M,-1.17%,-0.011708443
19-Dec-19,120.08,119.94,120.5,119.78,4.46M,0.18%,0.001835475
20-Dec-19,120.29,121.48,122.12,120.02,7.95M,0.17%,0.001748834
23-Dec-19,119.03,120.2,120.69,119.01,4.49M,-1.05%,-0.010474686
24-Dec-19,119.51,119.13,119.6,119.01,2.23M,0.40%,0.004032597
26-Dec-19,119.52,119.61,119.85,118.95,4.23M,0.01%,8.3675E-05
27-Dec-19,119.59,119.94,119.94,119.25,3.55M,0.06%,0.000585676
30-Dec-19,119.4,119.8,119.81,119.13,2.95M,-0.16%,-0.001588762
31-Dec-19,118.84,119.5,119.8,118.19,4.92M,-0.47%,-0.004690117
