Date,Price,Open,High,Low,Vol.,Change %,return
13-Feb-19,263.8,263.52,266.29,263.15,3.07M,0.11%,0.00113852
14-Feb-19,265.33,263.24,267.07,262.71,3.02M,0.58%,0.005799848
15-Feb-19,271.13,267.79,271.13,266.62,3.67M,2.19%,0.021859571
19-Feb-19,270.41,271.17,272.49,269.28,2.49M,-0.27%,-0.002655553
20-Feb-19,269.51,269.21,270.59,268.18,2.80M,-0.33%,-0.003328279
21-Feb-19,266.4,269.47,269.94,265.1,2.55M,-1.15%,-0.011539461
22-Feb-19,267.11,266.5,268.39,265.95,3.19M,0.27%,0.002665165
25-Feb-19,264.6,267.58,268.17,264.38,3.68M,-0.94%,-0.009396878
26-Feb-19,262.98,264.66,265.43,262.8,3.21M,-0.61%,-0.006122449
27-Feb-19,250.08,261.61,261.61,248.94,8.95M,-4.91%,-0.04905316
28-Feb-19,242.22,249.7,251.95,239.15,11.03M,-3.14%,-0.031429942
1-Mar-19,246.15,243.56,248,243.56,6.92M,1.62%,0.016224919
4-Mar-19,236.02,248.12,248.45,234.51,8.65M,-4.12%,-0.041153768
5-Mar-19,241.43,236.53,243.2,234.94,6.92M,2.29%,0.022921786
6-Mar-19,239.07,241.74,241.74,237.03,4.88M,-0.98%,-0.00977509
7-Mar-19,236.7,240.3,241.18,235.55,5.03M,-0.99%,-0.009913414
8-Mar-19,237.29,235.15,239.41,234.63,4.92M,0.25%,0.002492607
11-Mar-19,243.15,239.21,244.02,236.41,4.54M,2.47%,0.02469552
12-Mar-19,245.88,244.95,247.48,243.74,4.24M,1.12%,0.011227637
13-Mar-19,252.25,247.96,252.76,247.08,4.88M,2.59%,0.025906946
14-Mar-19,253.27,253,255.06,252.34,3.87M,0.40%,0.004043608
15-Mar-19,251.4,254.34,254.74,249.94,6.47M,-0.74%,-0.007383425
18-Mar-19,255,252.66,255.31,250.42,3.93M,1.43%,0.014319809
19-Mar-19,257.13,255.95,259.25,255.14,4.16M,0.84%,0.008352941
20-Mar-19,250.5,257.43,257.69,249.97,4.19M,-2.58%,-0.025784623
21-Mar-19,252.02,249.19,252.96,248.66,2.70M,0.61%,0.006067864
22-Mar-19,247.09,250.57,251.19,246.99,3.78M,-1.96%,-0.01956194
25-Mar-19,246.86,247.42,247.42,240.78,4.11M,-0.09%,-0.000930835
26-Mar-19,243.39,247.26,247.89,241.72,4.42M,-1.41%,-0.01405655
27-Mar-19,241.71,242.94,245.68,238.16,4.82M,-0.69%,-0.006902502
28-Mar-19,242.23,242.59,242.85,238.88,3.60M,0.22%,0.002151338
29-Mar-19,247.26,244.29,247.76,241.87,4.29M,2.08%,0.020765388
1-Apr-19,245.54,249.71,250.2,243.06,4.81M,-0.70%,-0.00695624
2-Apr-19,244.41,245.51,246.4,242.8,4.06M,-0.46%,-0.004602101
3-Apr-19,245.84,246.31,247.54,244.59,2.85M,0.59%,0.005850824
4-Apr-19,247.39,245.48,249.11,244.64,2.26M,0.63%,0.006304914
5-Apr-19,248.78,248.95,249.31,245.17,3.34M,0.56%,0.005618659
8-Apr-19,248.75,249.68,249.68,246.31,2.20M,-0.01%,-0.000120588
9-Apr-19,248.79,247.57,249.94,245.95,2.90M,0.02%,0.000160804
10-Apr-19,246.03,248.78,249.87,245.52,2.75M,-1.11%,-0.011093693
11-Apr-19,235.42,246.05,246.92,232.68,8.22M,-4.31%,-0.043124822
12-Apr-19,223.22,236.5,236.78,220.77,13.98M,-5.18%,-0.051822275
15-Apr-19,230.2,225.77,230.97,224.41,10.02M,3.13%,0.031269599
16-Apr-19,220.96,238.01,238.01,215.82,27.36M,-4.01%,-0.04013901
17-Apr-19,216.84,223.79,224.24,208.07,22.10M,-1.86%,-0.018645909
18-Apr-19,221.75,217.14,223,214.21,13.93M,2.26%,0.022643424
22-Apr-19,227.11,224,227.56,221.5,11.19M,2.42%,0.024171364
23-Apr-19,230.58,228.25,231.94,226.1,10.26M,1.53%,0.01527894
24-Apr-19,230.35,230.09,231.63,227.75,6.10M,-0.10%,-0.000997485
25-Apr-19,230.79,228.53,232.12,228.13,5.95M,0.19%,0.001910137
26-Apr-19,237,232.14,237.11,231.19,6.19M,2.69%,0.026907578
29-Apr-19,237.45,237.4,238.06,234.16,5.35M,0.19%,0.001898734
30-Apr-19,233.07,238.08,238.08,230.19,7.63M,-1.84%,-0.018445989
1-May-19,231.95,233.07,234.62,230.35,4.82M,-0.48%,-0.004805423
2-May-19,232.45,230.9,233.34,228.08,5.50M,0.22%,0.002155637
3-May-19,231.95,232.84,233.9,227.18,4.32M,-0.22%,-0.002151
6-May-19,240.5,228.17,240.57,227.5,7.18M,3.69%,0.036861393
7-May-19,238.05,239.19,243.15,236.4,5.10M,-1.02%,-0.01018711
8-May-19,239.15,238,240.81,235.53,3.77M,0.46%,0.004620878
9-May-19,237.97,236.6,240.54,235.67,4.30M,-0.49%,-0.004934142
10-May-19,240.59,239.97,242.62,236.37,4.37M,1.10%,0.011009791
13-May-19,239.55,236.45,240.1,236.2,4.68M,-0.43%,-0.004322707
14-May-19,236.43,240.64,240.99,236.28,5.33M,-1.30%,-0.013024421
15-May-19,236.08,235,237.53,232.62,5.10M,-0.15%,-0.001480354
16-May-19,236.79,235.89,240.44,235.72,4.46M,0.30%,0.003007455
17-May-19,241.38,236.17,242.44,235.65,4.49M,1.94%,0.019384265
20-May-19,245.99,240,246.74,239.77,5.39M,1.91%,0.019098517
21-May-19,249.94,247.01,251.18,246.8,5.35M,1.61%,0.016057563
22-May-19,249.34,249.1,251.03,248.71,4.04M,-0.24%,-0.002400576
23-May-19,246.5,247.98,248.15,244.39,3.93M,-1.14%,-0.01139007
24-May-19,247.63,247.25,249.36,245.51,2.97M,0.46%,0.004584178
28-May-19,242.06,248.5,249.3,241.9,6.17M,-2.25%,-0.022493236
29-May-19,242.4,239.85,243.03,237.9,3.96M,0.14%,0.00140461
30-May-19,243.5,241.92,245.35,241.34,2.65M,0.45%,0.004537954
31-May-19,241.8,241.95,243.62,239.48,3.29M,-0.70%,-0.00698152
3-Jun-19,236.56,241.49,243.8,236.02,5.00M,-2.17%,-0.021670802
4-Jun-19,240.76,238.13,241.05,234.83,4.99M,1.78%,0.017754481
5-Jun-19,242.77,243.17,245.79,241.23,3.19M,0.83%,0.008348563
6-Jun-19,241.82,243.13,243.94,241.73,2.63M,-0.39%,-0.003913169
7-Jun-19,246.77,242.9,247.07,242.19,2.84M,2.05%,0.020469771
10-Jun-19,248.14,247.08,249.67,245.99,2.33M,0.56%,0.005551728
11-Jun-19,245.87,248.52,250.69,245.73,3.04M,-0.91%,-0.009148062
12-Jun-19,244.5,246.2,246.5,242.3,3.25M,-0.56%,-0.00557205
13-Jun-19,244.96,244.82,245.34,243.12,3.11M,0.19%,0.001881391
14-Jun-19,245.37,244.72,246.1,242.79,2.17M,0.17%,0.001673743
17-Jun-19,245.97,246,247.1,245.22,2.27M,0.24%,0.002445287
18-Jun-19,245.7,247.5,249.34,245.15,3.48M,-0.11%,-0.001097695
19-Jun-19,250.19,246,251.37,245.51,4.20M,1.83%,0.018274318
20-Jun-19,247.76,251.6,252.82,247.4,3.80M,-0.97%,-0.009712618
21-Jun-19,252.28,248.78,253.49,246.9,6.32M,1.82%,0.018243461
24-Jun-19,249.64,251.33,252.62,247.86,3.16M,-1.05%,-0.010464563
25-Jun-19,247.66,249.3,251.04,247.42,3.18M,-0.79%,-0.007931421
26-Jun-19,243.47,248,248.08,243.13,3.85M,-1.69%,-0.016918356
27-Jun-19,246.34,244.26,248.15,243.16,3.37M,1.18%,0.0117879
28-Jun-19,244.01,246.5,246.75,238.65,6.73M,-0.95%,-0.009458472
1-Jul-19,242.64,245.95,246.17,240.72,4.11M,-0.56%,-0.005614524
2-Jul-19,243.97,242.59,243.99,239.53,3.86M,0.55%,0.005481372
3-Jul-19,245.21,244.32,247.52,244.04,2.56M,0.51%,0.005082592
5-Jul-19,246.99,244.39,248.76,244.06,2.97M,0.73%,0.007259084
8-Jul-19,247.84,246.41,247.98,244.88,1.90M,0.34%,0.003441435
9-Jul-19,246,244.63,246.08,243.69,2.78M,-0.74%,-0.007424145
10-Jul-19,247.48,246.82,249.11,245.48,2.75M,0.60%,0.00601626
11-Jul-19,261.16,255.8,261.69,249.05,10.27M,5.53%,0.055277194
12-Jul-19,265.9,261.63,266.52,261.63,5.34M,1.81%,0.018149793
15-Jul-19,265.96,265.06,267.65,264.25,2.61M,0.02%,0.000225649
16-Jul-19,264.66,265.33,267.14,263.19,3.12M,-0.49%,-0.004887953
17-Jul-19,266.65,264,268.69,263.5,4.00M,0.75%,0.007519081
18-Jul-19,260.6,265.64,266.51,257.26,5.83M,-2.27%,-0.022688918
19-Jul-19,256.65,261.1,262.72,256.4,4.41M,-1.52%,-0.015157329
22-Jul-19,255.32,258.14,258.95,254.53,4.10M,-0.52%,-0.005182155
23-Jul-19,255.01,254.47,256.1,252.01,2.89M,-0.12%,-0.001214163
24-Jul-19,251.13,252.79,252.83,245.13,4.86M,-1.52%,-0.01521509
25-Jul-19,248.7,251.13,252.75,248.29,3.36M,-0.97%,-0.009676263
26-Jul-19,252.94,249.02,253.88,246.51,3.36M,1.70%,0.017048653
29-Jul-19,253.82,252.84,255.3,252.34,2.01M,0.35%,0.003479086
30-Jul-19,254.93,252.66,255.06,250.47,1.91M,0.44%,0.004373178
31-Jul-19,249.01,256.32,257.16,248.48,3.53M,-2.32%,-0.023222061
1-Aug-19,249.25,249.19,251.58,247.28,3.61M,0.10%,0.000963817
2-Aug-19,250.05,249.69,251.57,246.1,2.68M,0.32%,0.003209629
5-Aug-19,245.06,248.13,249.94,242.59,5.81M,-2.00%,-0.019956009
6-Aug-19,248.28,245.93,248.28,243.57,3.53M,1.31%,0.013139639
7-Aug-19,246.45,246.27,247.04,241.26,3.21M,-0.74%,-0.00737071
8-Aug-19,247.62,246.19,247.67,243.37,2.83M,0.47%,0.004747413
9-Aug-19,248.63,247.72,250.42,246.14,2.54M,0.41%,0.00407883
12-Aug-19,243.2,246.79,247.96,243.03,2.67M,-2.18%,-0.021839681
13-Aug-19,249.22,241.68,250.46,241.51,2.77M,2.48%,0.024753289
14-Aug-19,243.2,246.73,248.41,243.01,3.46M,-2.42%,-0.024155365
15-Aug-19,244.25,244.35,245.26,241.45,2.51M,0.43%,0.004317434
16-Aug-19,245.69,245.38,247.1,244.18,2.81M,0.59%,0.005895599
19-Aug-19,244.71,247.49,248.49,244.09,2.67M,-0.40%,-0.003988766
20-Aug-19,240.16,244.21,244.6,239.92,3.20M,-1.86%,-0.018593437
21-Aug-19,240.35,240.19,241.89,239.3,2.76M,0.08%,0.000791139
22-Aug-19,232.94,240.35,240.35,232.67,4.50M,-3.08%,-0.03083004
23-Aug-19,230.66,232.9,235.1,229.38,4.83M,-0.98%,-0.009787928
26-Aug-19,231.08,232.52,234.56,230.46,2.92M,0.18%,0.001820862
27-Aug-19,222.93,231.72,232.4,222.6,4.99M,-3.53%,-0.035269171
28-Aug-19,227.35,222.42,229.77,220.78,4.85M,1.98%,0.019826851
29-Aug-19,230.62,228.42,232.3,228.01,4.05M,1.44%,0.01438311
30-Aug-19,234,233.67,235.05,232.29,3.38M,1.47%,0.014656144
3-Sep-19,230.62,231.74,232.17,228.47,3.38M,-1.44%,-0.014444444
4-Sep-19,226.73,231.95,232.95,226.5,4.54M,-1.69%,-0.016867574
5-Sep-19,229.59,230,231.51,227.58,4.26M,1.26%,0.012614123
6-Sep-19,229,230.17,231.96,228.59,4.18M,-0.26%,-0.002569798
9-Sep-19,230.68,229,232,228.56,3.90M,0.73%,0.007336245
10-Sep-19,232.46,231.45,234.29,230.83,4.26M,0.77%,0.007716317
11-Sep-19,234.21,232.49,234.25,228.58,3.17M,0.75%,0.007528177
12-Sep-19,230.1,235,236.4,229.7,4.71M,-1.75%,-0.017548354
13-Sep-19,233.61,232.99,236.56,231.54,4.52M,1.53%,0.015254237
16-Sep-19,234.43,232.82,236.05,232.15,2.97M,0.35%,0.003510124
17-Sep-19,232.52,233.07,233.99,231.17,2.41M,-0.81%,-0.008147421
18-Sep-19,230.61,230.8,233.13,229.23,2.98M,-0.82%,-0.008214347
19-Sep-19,232.85,232,233.95,231.23,2.73M,0.97%,0.009713369
20-Sep-19,232.89,234.77,235,231.92,6.25M,0.02%,0.000171784
23-Sep-19,228.77,229.77,230.78,228.32,3.48M,-1.77%,-0.017690755
24-Sep-19,225,229.38,229.84,222.92,5.05M,-1.65%,-0.016479433
25-Sep-19,222.17,224.28,226.5,222.13,4.68M,-1.26%,-0.012577778
26-Sep-19,215.48,223.04,223.63,213.43,10.46M,-3.01%,-0.030112076
27-Sep-19,215.26,218.18,218.88,215.02,4.84M,-0.10%,-0.001020976
30-Sep-19,217.32,213.64,218.53,213.12,5.33M,0.96%,0.009569823
1-Oct-19,217.21,219.19,219.19,212.08,5.53M,-0.05%,-0.000506166
2-Oct-19,216.75,216.15,219.36,215.28,4.93M,-0.21%,-0.002117766
3-Oct-19,215.36,215.63,216.36,213.05,3.88M,-0.64%,-0.006412918
4-Oct-19,219.8,216.84,219.86,215.14,3.71M,2.06%,0.020616642
7-Oct-19,221.24,219.05,222.53,218.99,3.88M,0.66%,0.00655141
8-Oct-19,220.11,219.49,221.98,218.4,4.88M,-0.51%,-0.005107575
9-Oct-19,222.08,221.71,223.47,220.17,4.50M,0.90%,0.00895007
10-Oct-19,223.73,218.19,224.13,217.52,5.30M,0.74%,0.007429755
11-Oct-19,222.07,225.54,228.85,221.59,5.92M,-0.74%,-0.007419658
14-Oct-19,220.59,221.63,223.34,219.9,4.29M,-0.67%,-0.006664565
15-Oct-19,238.59,232.69,239.84,231.09,13.47M,8.16%,0.081599347
16-Oct-19,236.99,236.29,237.48,234.08,5.40M,-0.67%,-0.006706065
17-Oct-19,243.67,238.69,244.61,237.27,6.63M,2.82%,0.028186843
18-Oct-19,245.34,244.45,246.41,241.76,4.92M,0.69%,0.006853531
21-Oct-19,243.92,245.02,245.6,242.15,3.18M,-0.58%,-0.005787886
22-Oct-19,249.48,243.64,251.5,243.15,5.80M,2.28%,0.022794359
23-Oct-19,247.8,248.39,251.75,246.73,3.91M,-0.67%,-0.006734007
24-Oct-19,244.51,248.03,248.49,243.91,2.57M,-1.33%,-0.013276836
25-Oct-19,244.91,243.91,246.08,242.15,2.82M,0.16%,0.001635925
28-Oct-19,247.05,245.26,248.39,244.92,2.96M,0.87%,0.008737904
29-Oct-19,252.29,247.04,253.2,246.31,3.53M,2.12%,0.021210281
30-Oct-19,254.8,252.17,255.28,251.98,3.30M,0.99%,0.009948868
31-Oct-19,252.7,254.38,255.72,249.91,3.96M,-0.82%,-0.008241758
1-Nov-19,252.21,253.99,256.33,252.16,2.92M,-0.19%,-0.001939058
4-Nov-19,251.25,253.63,253.83,249.91,3.19M,-0.38%,-0.003806352
5-Nov-19,250.3,253.74,254.27,250.09,5.39M,-0.38%,-0.003781095
6-Nov-19,250.52,249.71,251.99,249.09,3.67M,0.09%,0.000878945
7-Nov-19,256.46,251.95,256.75,251.26,3.65M,2.37%,0.023710682
8-Nov-19,256.97,256.77,258.34,255,2.20M,0.20%,0.001988614
11-Nov-19,254.09,255.05,256.46,253.33,1.77M,-1.12%,-0.011207534
12-Nov-19,255.25,253.59,255.76,253.41,1.89M,0.46%,0.004565312
13-Nov-19,253.57,254.87,256.88,253.19,3.42M,-0.66%,-0.006581783
14-Nov-19,255.83,253.8,256.08,253.47,2.10M,0.89%,0.008912726
15-Nov-19,269.4,256.11,275.57,255.36,10.14M,5.30%,0.053043036
18-Nov-19,272.93,269,278.45,269,6.99M,1.31%,0.013103192
19-Nov-19,274.23,275.24,275.36,271.55,4.00M,0.48%,0.004763126
20-Nov-19,275.56,272.25,276.03,271.24,4.14M,0.48%,0.004849943
21-Nov-19,276.55,275.22,277.68,273.91,3.31M,0.36%,0.003592684
22-Nov-19,276.84,276.53,277.77,275,2.80M,0.10%,0.001048635
25-Nov-19,282.67,277.78,283,277.01,4.08M,2.11%,0.021059096
26-Nov-19,281.4,280.71,282.25,280.16,3.00M,-0.45%,-0.004492872
27-Nov-19,280.67,281.01,281.93,278.69,2.32M,-0.26%,-0.002594172
29-Nov-19,279.87,278.1,280.92,277.33,1.52M,-0.29%,-0.002850322
2-Dec-19,279.66,281.78,282,278.57,2.52M,-0.08%,-0.000750348
3-Dec-19,276.9,276.97,278.42,273.85,3.26M,-0.99%,-0.009869127
4-Dec-19,279.32,281.62,281.84,278.64,2.69M,0.87%,0.008739617
5-Dec-19,282,279.24,282.82,277.44,3.36M,0.96%,0.00959473
6-Dec-19,280.19,282.84,283.04,279.11,2.83M,-0.64%,-0.00641844
9-Dec-19,277.54,280.77,280.87,277.42,2.70M,-0.95%,-0.009457868
10-Dec-19,279.52,277.6,279.6,274.01,2.52M,0.71%,0.007134107
11-Dec-19,280.5,278.3,280.66,278.03,2.75M,0.35%,0.00350601
12-Dec-19,283.61,281.03,283.99,280.04,3.00M,1.11%,0.011087344
13-Dec-19,285.48,284.97,287.81,284.12,3.60M,0.66%,0.006593562
16-Dec-19,292.03,287.97,295.44,287.06,4.66M,2.29%,0.022943814
17-Dec-19,290.47,291.24,292.78,289.17,4.41M,-0.53%,-0.005341917
18-Dec-19,292.9,291,294.86,290.99,3.62M,0.84%,0.008365752
19-Dec-19,294.62,295,297.2,293.62,3.09M,0.59%,0.005872311
20-Dec-19,292.59,298.9,300,292.51,6.61M,-0.69%,-0.006890231
23-Dec-19,295.09,293.43,295.85,292.81,2.10M,0.85%,0.00854438
24-Dec-19,294.54,295.26,295.83,293.56,714.03K,-0.19%,-0.001863838
26-Dec-19,295.65,295.3,296.26,294.54,1.05M,0.38%,0.003768588
27-Dec-19,295.97,296.01,296.54,295.01,1.55M,0.11%,0.001082361
30-Dec-19,293.85,296.05,296.54,293.45,1.51M,-0.72%,-0.007162888
31-Dec-19,293.98,293.66,294.09,291.15,2.22M,0.04%,0.000442403
