Date,Price,Open,High,Low,Vol.,Change %,return
8-May-15,78.53,78.6,79.25,78.4,5.35M,0.64%,0.006407792
11-May-15,78.1,78.32,78.61,78.03,3.74M,-0.55%,-0.005475614
12-May-15,78.96,78.02,79.48,77.87,8.45M,1.10%,0.011011524
13-May-15,78.16,79.18,79.43,77.98,8.42M,-1.01%,-0.010131712
14-May-15,78.72,78.37,78.77,78.02,6.17M,0.72%,0.00716479
15-May-15,79.24,78.71,79.25,78.57,6.62M,0.66%,0.006605691
18-May-15,79.92,79.37,79.94,79.16,8.30M,0.86%,0.008581524
19-May-15,76.43,78.18,78.36,76.23,22.46M,-4.37%,-0.043668669
20-May-15,75.9,76.48,76.5,75.83,10.54M,-0.69%,-0.00693445
21-May-15,76.11,75.8,76.42,75.56,6.76M,0.28%,0.002766798
22-May-15,75.86,76.2,76.38,75.86,6.82M,-0.33%,-0.003284719
26-May-15,74.9,75.77,75.83,74.81,10.57M,-1.27%,-0.012654891
27-May-15,75.19,75.01,75.51,75,6.99M,0.39%,0.003871829
28-May-15,74.84,75.07,75.16,74.65,5.03M,-0.47%,-0.004654874
29-May-15,74.27,74.82,74.88,74.15,6.38M,-0.76%,-0.007616248
1-Jun-15,74.73,74.69,75.08,74.41,5.65M,0.62%,0.006193618
2-Jun-15,74.53,74.54,75,74.42,5.80M,-0.27%,-0.002676301
3-Jun-15,74.89,74.7,75.2,74.47,6.09M,0.48%,0.00483027
4-Jun-15,74.15,74.46,74.98,73.95,8.98M,-0.99%,-0.009881159
5-Jun-15,73.06,74.17,74.27,72.98,10.64M,-1.47%,-0.014699933
8-Jun-15,72.61,73.43,73.49,72.6,9.59M,-0.62%,-0.006159321
9-Jun-15,72.47,72.7,72.85,72.36,8.34M,-0.19%,-0.001928109
10-Jun-15,72.93,72.71,73.33,72.34,11.22M,0.63%,0.006347454
11-Jun-15,72.94,73.23,73.67,72.84,7.42M,0.01%,0.000137118
12-Jun-15,72.43,72.74,72.9,72.4,7.25M,-0.70%,-0.006992048
15-Jun-15,71.93,72.2,72.4,71.7,7.57M,-0.69%,-0.006903217
16-Jun-15,72.35,72.22,72.58,71.72,6.22M,0.58%,0.00583901
17-Jun-15,72.73,72.63,72.9,72.34,5.70M,0.53%,0.005252246
18-Jun-15,72.98,72.74,73.48,72.74,8.38M,0.34%,0.003437371
19-Jun-15,72.74,72.8,73.22,72.7,14.55M,-0.33%,-0.003288572
22-Jun-15,72.79,72.98,73.19,72.69,6.49M,0.07%,0.00068738
23-Jun-15,72.57,72.89,72.94,72.34,7.88M,-0.30%,-0.003022393
24-Jun-15,72.38,72.56,72.65,72.14,7.34M,-0.26%,-0.002618162
25-Jun-15,71.86,72.45,72.63,71.83,5.29M,-0.72%,-0.007184305
26-Jun-15,72.12,71.96,72.46,71.87,6.90M,0.36%,0.003618146
29-Jun-15,71.42,71.8,72,71.41,8.19M,-0.97%,-0.009706045
30-Jun-15,70.93,71.81,71.81,70.78,11.10M,-0.69%,-0.006860823
1-Jul-15,71.88,71.6,71.95,70.36,10.77M,1.34%,0.013393487
2-Jul-15,71.86,72.02,72.56,71.66,6.59M,-0.03%,-0.000278242
6-Jul-15,72.53,71.38,72.69,71.38,10.54M,0.93%,0.009323685
7-Jul-15,73.79,72.66,73.86,72,12.42M,1.74%,0.017372122
8-Jul-15,73.06,73.3,73.59,72.9,7.79M,-0.99%,-0.009892939
9-Jul-15,72.78,73.67,73.73,72.71,8.70M,-0.38%,-0.003832466
10-Jul-15,73.12,73.08,73.55,73.08,5.58M,0.47%,0.004671613
13-Jul-15,73.88,73.51,74.11,73.51,6.08M,1.04%,0.010393873
14-Jul-15,73.79,73.98,74.09,73.48,5.52M,-0.12%,-0.001218192
15-Jul-15,73.65,73.59,73.9,73.19,4.57M,-0.19%,-0.001897276
16-Jul-15,73.83,73.97,74.14,73.76,5.23M,0.24%,0.002443992
17-Jul-15,73.39,73.74,74.07,73.31,5.68M,-0.60%,-0.005959637
20-Jul-15,73.1,73.35,73.44,73.06,5.09M,-0.40%,-0.003951492
21-Jul-15,72.74,73.1,73.29,72.53,6.44M,-0.49%,-0.004924761
22-Jul-15,73.16,72.78,73.82,72.78,6.96M,0.58%,0.00577399
23-Jul-15,72.51,73.07,73.22,72.42,4.25M,-0.89%,-0.008884636
24-Jul-15,71.58,72.53,72.56,71.5,5.95M,-1.28%,-0.012825817
27-Jul-15,71.38,71.38,71.65,71.01,6.20M,-0.28%,-0.002794077
28-Jul-15,72.1,71.53,72.39,71.23,8.59M,1.01%,0.010086859
29-Jul-15,72.23,72.25,72.63,72.09,4.94M,0.18%,0.001803051
30-Jul-15,72.16,72.03,72.53,71.78,4.60M,-0.10%,-0.000969126
31-Jul-15,71.98,72.44,72.49,71.66,7.93M,-0.25%,-0.002494457
3-Aug-15,72.18,71.84,72.38,71.84,5.13M,0.28%,0.00277855
4-Aug-15,72.25,72.42,72.8,71.93,5.87M,0.10%,0.000969798
5-Aug-15,73.51,72.39,73.69,72.25,8.72M,1.74%,0.017439446
6-Aug-15,72.79,73.35,73.38,72.66,6.37M,-0.98%,-0.009794586
7-Aug-15,71.25,72.71,72.83,71.17,7.80M,-2.12%,-0.021156752
10-Aug-15,71.48,71.5,71.75,71.34,6.02M,0.32%,0.00322807
11-Aug-15,71.93,71.25,72.37,71.15,6.83M,0.63%,0.006295467
12-Aug-15,72.58,71.53,72.66,71.27,8.90M,0.90%,0.009036563
13-Aug-15,72.11,72.4,72.77,71.97,7.65M,-0.65%,-0.006475613
14-Aug-15,72.38,72.3,72.6,72.04,5.91M,0.37%,0.00374428
17-Aug-15,71.91,71.83,72.23,71.76,7.60M,-0.65%,-0.006493506
18-Aug-15,69.48,70,70.5,69.24,21.31M,-3.38%,-0.03379224
19-Aug-15,68.57,68.87,69.39,67.77,16.33M,-1.31%,-0.013097294
20-Aug-15,68.43,68.08,69.3,67.94,9.86M,-0.20%,-0.002041709
21-Aug-15,66.54,67.91,68.31,66.54,15.75M,-2.76%,-0.027619465
24-Aug-15,63.95,63.74,66.16,61.5,22.24M,-3.89%,-0.038923956
25-Aug-15,63.1,65.45,65.71,63,14.80M,-1.33%,-0.013291634
26-Aug-15,64.83,64.23,64.85,63.02,13.93M,2.74%,0.027416799
27-Aug-15,66.08,65.32,66.18,64.95,13.91M,1.93%,0.019281197
28-Aug-15,64.94,66.09,66.12,64.45,14.30M,-1.73%,-0.017251816
31-Aug-15,64.73,64.82,65,64.29,8.18M,-0.32%,-0.003233754
1-Sep-15,63.82,63.8,64.31,63.27,13.39M,-1.41%,-0.014058396
2-Sep-15,64.44,64.59,64.94,64.06,9.51M,0.97%,0.009714823
3-Sep-15,64.86,64.72,65.01,64.39,8.52M,0.65%,0.006517691
4-Sep-15,63.89,64.07,64.3,63.51,9.23M,-1.50%,-0.014955288
8-Sep-15,66.38,65.23,66.5,65.18,17.71M,3.90%,0.038973235
9-Sep-15,65.12,66.86,67.01,65.01,9.46M,-1.90%,-0.018981621
10-Sep-15,64.12,64.07,64.65,63.83,14.52M,-1.54%,-0.015356265
11-Sep-15,64.65,64.18,64.68,63.99,8.06M,0.83%,0.008265752
14-Sep-15,64.28,64.65,64.67,63.82,6.96M,-0.57%,-0.005723125
15-Sep-15,64.32,64.48,64.7,64.05,6.86M,0.06%,0.000622278
16-Sep-15,64.69,64.6,64.77,64.05,5.63M,0.58%,0.005752488
17-Sep-15,64.47,64.7,65.29,64.16,7.13M,-0.34%,-0.003400835
18-Sep-15,63.34,63.75,64.23,63.26,12.89M,-1.75%,-0.017527532
21-Sep-15,63.72,63.75,64,63.37,7.12M,0.60%,0.005999368
22-Sep-15,63.59,63.23,63.82,62.91,8.80M,-0.20%,-0.002040176
23-Sep-15,63.72,63.72,63.93,63.12,5.88M,0.20%,0.002044347
24-Sep-15,63.83,63.36,63.98,63.3,6.96M,0.17%,0.001726303
25-Sep-15,63.78,64.07,64.46,63.62,7.16M,-0.08%,-0.000783331
28-Sep-15,63.66,63.6,63.95,63.48,9.39M,-0.19%,-0.001881468
29-Sep-15,63.78,63.75,64.04,63.23,7.64M,0.19%,0.001885014
30-Sep-15,64.84,64.43,64.94,63.93,7.98M,1.66%,0.01661963
1-Oct-15,64.27,64.76,64.94,63.88,7.84M,-0.88%,-0.00879087
2-Oct-15,64.98,63.76,64.98,63.41,7.08M,1.10%,0.011047145
5-Oct-15,65.87,65.21,65.92,65.14,6.30M,1.37%,0.013696522
6-Oct-15,65.68,65.54,65.95,65.18,7.41M,-0.29%,-0.002884469
7-Oct-15,66.36,65.84,66.36,65.77,7.19M,1.04%,0.010353228
8-Oct-15,66.88,66.23,66.99,66.15,5.97M,0.78%,0.007836046
9-Oct-15,66.69,66.94,67.02,66.5,6.75M,-0.28%,-0.002840909
12-Oct-15,66.93,66.67,67,66.58,5.64M,0.36%,0.00359874
13-Oct-15,66.73,66.62,66.94,66.26,8.86M,-0.30%,-0.002988197
14-Oct-15,60.03,66.61,67.95,60.02,80.90M,-10.04%,-0.100404616
15-Oct-15,59.33,59.7,60.47,58.61,46.25M,-1.17%,-0.011660836
16-Oct-15,58.89,59.47,59.49,58.37,26.20M,-0.74%,-0.007416147
19-Oct-15,58.85,58.79,59.3,58.5,17.81M,-0.07%,-0.000679232
20-Oct-15,58.75,58.86,59,58.57,10.42M,-0.17%,-0.001699235
21-Oct-15,58.64,58.8,59.03,58.57,13.14M,-0.19%,-0.00187234
22-Oct-15,58.9,58.94,59.96,58.64,14.59M,0.44%,0.004433834
23-Oct-15,58.3,59.19,59.28,58.22,13.04M,-1.02%,-0.010186757
26-Oct-15,58.02,58.4,58.45,57.97,10.84M,-0.48%,-0.004802744
27-Oct-15,57.48,58.01,58.04,57.38,10.51M,-0.93%,-0.009307135
28-Oct-15,57.64,57.66,57.72,57.16,11.83M,0.28%,0.002783577
29-Oct-15,57.96,57.72,58.12,57.48,12.86M,0.56%,0.0055517
30-Oct-15,57.24,57.73,58.12,57.24,15.81M,-1.24%,-0.01242236
2-Nov-15,57.61,57.29,57.61,56.77,10.72M,0.65%,0.006464011
3-Nov-15,58.11,57.57,58.33,57.53,10.25M,0.87%,0.008679049
4-Nov-15,58.37,58.58,58.76,58.19,10.06M,0.45%,0.004474273
5-Nov-15,58.61,58.51,58.98,58.42,8.86M,0.41%,0.004111701
6-Nov-15,58.78,58.92,59.2,58.31,9.98M,0.29%,0.002900529
9-Nov-15,58.49,58.5,58.78,58.02,8.44M,-0.49%,-0.004933651
10-Nov-15,58.68,58.31,58.71,58.31,7.61M,0.32%,0.003248419
11-Nov-15,57.58,58.5,58.73,57.47,8.69M,-1.87%,-0.01874574
12-Nov-15,56.95,57.64,57.77,56.92,9.55M,-1.09%,-0.010941299
13-Nov-15,56.42,56.74,57.06,56.3,12.51M,-0.93%,-0.009306409
16-Nov-15,57.87,56.39,58.03,56.36,13.32M,2.57%,0.025700106
17-Nov-15,59.92,59.34,60.9,59.2,24.68M,3.54%,0.035424227
18-Nov-15,60.93,60.04,61.07,59.55,14.88M,1.69%,0.016855808
19-Nov-15,60.7,61.12,61.36,60.43,11.57M,-0.38%,-0.003774824
20-Nov-15,60.07,60.98,61.47,60.02,12.37M,-1.04%,-0.010378913
23-Nov-15,60.26,60.29,60.73,59.88,10.58M,0.32%,0.003162977
24-Nov-15,59.92,59.95,60.41,59.86,12.45M,-0.56%,-0.005642217
25-Nov-15,60.24,60,60.71,59.88,7.82M,0.53%,0.005340454
27-Nov-15,59.89,60.44,60.69,59.87,5.34M,-0.58%,-0.005810093
30-Nov-15,58.84,59.87,60.06,58.73,14.94M,-1.75%,-0.017532142
1-Dec-15,58.99,59.13,59.29,58.65,12.20M,0.25%,0.002549286
2-Dec-15,58.35,58.61,59.29,58.31,13.59M,-1.08%,-0.010849296
3-Dec-15,59.04,58.69,59.66,58.59,15.84M,1.18%,0.011825193
4-Dec-15,59.66,59.05,59.85,59.03,10.44M,1.05%,0.010501355
7-Dec-15,60.5,59.57,60.73,59.57,11.60M,1.41%,0.014079785
8-Dec-15,59.61,60.07,60.49,59.5,10.38M,-1.47%,-0.014710744
9-Dec-15,59.13,59.26,60.11,58.9,8.98M,-0.81%,-0.00805234
10-Dec-15,59.56,59.13,60.09,59.09,11.36M,0.73%,0.007272112
11-Dec-15,59.36,59.05,59.53,58.81,9.74M,-0.34%,-0.003357958
14-Dec-15,60.39,59.3,60.44,59.07,14.52M,1.74%,0.017351752
15-Dec-15,59.64,60.64,60.84,59.57,14.62M,-1.24%,-0.012419275
16-Dec-15,60.3,60.11,60.65,59.7,9.96M,1.11%,0.011066398
17-Dec-15,58.98,60.33,60.33,58.97,12.98M,-2.19%,-0.021890547
18-Dec-15,58.85,58.93,59.4,58.75,16.26M,-0.22%,-0.002204137
21-Dec-15,59.55,58.82,59.58,58.67,9.65M,1.19%,0.011894647
22-Dec-15,60.54,59.79,60.7,59.61,9.27M,1.66%,0.016624685
23-Dec-15,61.09,61,61.12,60.44,7.52M,0.91%,0.009084903
24-Dec-15,60.83,60.78,61.1,60.68,2.48M,-0.43%,-0.004256016
28-Dec-15,60.75,60.58,60.97,60.5,5.42M,-0.13%,-0.001315141
29-Dec-15,61.61,61,61.75,60.98,7.88M,1.42%,0.014156379
30-Dec-15,61.68,61.66,61.87,61.49,5.72M,0.11%,0.001136179
31-Dec-15,61.3,61.33,61.72,61.17,6.58M,-0.62%,-0.00616083
