Date,Price,Open,High,Low,Vol.,Change %,trend
6-May-14,78.01,78.33,78.39,77.97,5.64M,-0.78%,0
7-May-14,77.96,77.85,78.1,77.53,6.09M,-0.06%,1
8-May-14,78.69,78,78.83,78,4.82M,0.94%,1
9-May-14,79.2,78.52,79.28,78.52,4.90M,0.65%,0
12-May-14,79.15,78.95,79.23,78.65,6.00M,-0.06%,0
13-May-14,79.14,79.17,79.37,78.99,4.36M,-0.01%,0
14-May-14,78.74,79.05,79.05,78.07,5.61M,-0.51%,0
15-May-14,76.83,76.28,77.44,76.25,13.04M,-2.43%,1
16-May-14,77.01,77,77.38,76.65,7.24M,0.23%,0
19-May-14,76.61,77.11,77.13,76.5,6.13M,-0.52%,0
20-May-14,75.69,76.36,76.37,75.52,7.44M,-1.20%,0
21-May-14,75.66,75.94,75.96,75.27,5.70M,-0.04%,0
22-May-14,75.39,75.79,75.92,75.24,5.24M,-0.36%,1
23-May-14,75.61,75.56,75.75,75.43,3.70M,0.29%,0
27-May-14,75.59,75.71,75.81,75.29,5.38M,-0.03%,0
28-May-14,75.53,75.38,75.94,75.34,5.04M,-0.08%,1
29-May-14,75.98,75.67,76.19,75.57,4.00M,0.60%,1
30-May-14,76.77,76.06,76.81,76.01,5.97M,1.04%,0
2-Jun-14,76.76,76.58,77.11,76.47,4.40M,-0.01%,0
3-Jun-14,76.71,76.74,76.97,76.36,7.21M,-0.07%,1
4-Jun-14,77.13,76.6,77.3,76.53,6.20M,0.55%,1
5-Jun-14,77.32,77.05,77.44,76.87,4.70M,0.25%,0
6-Jun-14,77.21,77.46,77.59,77.07,4.20M,-0.14%,0
9-Jun-14,77.01,77.07,77.76,76.7,5.55M,-0.26%,0
10-Jun-14,76.62,76.81,76.94,76.51,3.37M,-0.51%,0
11-Jun-14,76.16,76.55,76.74,76.05,4.46M,-0.60%,0
12-Jun-14,75.73,76.05,76.19,75.58,5.34M,-0.56%,0
13-Jun-14,75.28,75.67,75.76,75.12,4.98M,-0.59%,1
16-Jun-14,75.34,75.11,75.48,75.02,3.85M,0.08%,0
17-Jun-14,74.99,75.29,75.42,74.92,6.54M,-0.46%,1
18-Jun-14,75.7,75.04,75.96,74.92,6.74M,0.95%,1
19-Jun-14,75.87,75.88,76.28,75.8,5.26M,0.22%,0
20-Jun-14,75.68,76.16,76.17,75.12,11.34M,-0.25%,1
23-Jun-14,75.79,75.56,75.94,75.3,4.28M,0.15%,1
24-Jun-14,75.97,76.03,76.21,75.68,5.66M,0.24%,0
25-Jun-14,75.62,75.76,75.84,75.28,4.32M,-0.46%,0
26-Jun-14,74.91,75.52,75.61,74.7,6.92M,-0.94%,1
27-Jun-14,75.34,74.8,75.38,74.67,13.96M,0.57%,0
30-Jun-14,75.07,75.39,75.69,74.94,6.67M,-0.36%,1
1-Jul-14,75.28,75.27,75.42,74.75,6.60M,0.28%,1
2-Jul-14,75.62,75.26,75.9,75.25,4.37M,0.45%,1
3-Jul-14,75.75,75.61,76.05,75.52,2.87M,0.17%,1
7-Jul-14,76.07,75.69,76.21,75.55,5.03M,0.42%,1
8-Jul-14,76.65,76.09,76.98,76.03,7.96M,0.76%,1
9-Jul-14,77.21,76.77,77.33,76.62,6.24M,0.73%,0
10-Jul-14,77.06,76.91,77.57,76.91,5.37M,-0.19%,0
11-Jul-14,76.82,76.87,76.97,76.56,4.55M,-0.31%,0
14-Jul-14,76.55,77.13,77.25,76.48,4.82M,-0.35%,1
15-Jul-14,76.84,76.56,76.93,76.56,4.69M,0.38%,1
16-Jul-14,76.86,76.9,77.05,76.7,3.74M,0.03%,0
17-Jul-14,76.61,76.58,77.05,76.44,4.63M,-0.33%,1
18-Jul-14,77.09,76.62,77.1,76.51,4.91M,0.63%,0
21-Jul-14,76.77,76.76,76.91,76.48,3.46M,-0.42%,0
22-Jul-14,76.64,76.84,76.89,76.4,4.38M,-0.17%,1
23-Jul-14,76.99,76.63,77.06,76.59,3.99M,0.46%,0
24-Jul-14,76.35,76.68,76.79,76.19,7.23M,-0.83%,0
25-Jul-14,75.97,76.19,76.36,75.8,3.95M,-0.50%,0
28-Jul-14,75.71,75.43,75.93,75.36,5.51M,-0.34%,0
29-Jul-14,75.44,75.21,76.01,75.15,6.29M,-0.36%,0
30-Jul-14,74.78,75.88,75.92,74.67,9.99M,-0.87%,0
31-Jul-14,73.58,73.99,74.25,73.54,9.63M,-1.60%,0
1-Aug-14,73.54,73.32,73.88,73.22,8.22M,-0.05%,0
4-Aug-14,73.54,73.38,73.62,73.06,5.40M,0.00%,0
5-Aug-14,73.34,73.31,73.52,72.77,10.58M,-0.27%,1
6-Aug-14,74.2,73.19,74.29,73.18,7.93M,1.17%,0
7-Aug-14,73.95,74.34,74.81,73.76,7.05M,-0.34%,1
8-Aug-14,74.67,74.06,74.73,73.85,5.00M,0.97%,0
11-Aug-14,74.36,74.29,74.6,74.02,4.72M,-0.42%,0
12-Aug-14,74.22,74.31,74.44,74.01,3.93M,-0.19%,0
13-Aug-14,74.03,74.27,74.41,73.51,6.62M,-0.26%,1
14-Aug-14,74.39,73.89,74.43,73.61,6.14M,0.49%,0
15-Aug-14,73.9,74.65,74.65,73.48,6.94M,-0.66%,1
18-Aug-14,74.49,74.15,74.68,74.05,4.02M,0.80%,1
19-Aug-14,74.88,74.81,74.94,74.14,5.05M,0.52%,1
20-Aug-14,74.96,74.83,75.05,74.51,4.90M,0.11%,1
21-Aug-14,75.55,75.06,75.91,75,5.26M,0.79%,1
22-Aug-14,75.73,75.78,76.2,75.64,4.14M,0.24%,0
25-Aug-14,75.69,75.93,76.02,75.51,3.39M,-0.05%,0
26-Aug-14,75.52,75.83,76.15,75.44,4.22M,-0.22%,1
27-Aug-14,75.85,75.51,75.86,75.44,3.20M,0.44%,1
28-Aug-14,75.9,75.47,75.94,75.47,2.93M,0.07%,0
29-Aug-14,75.5,75.75,75.88,75.29,5.08M,-0.53%,1
2-Sep-14,75.75,75.42,75.94,75.41,4.53M,0.33%,1
3-Sep-14,76.01,75.95,76.33,75.88,4.71M,0.34%,1
4-Sep-14,76.56,76.16,76.6,76.11,5.28M,0.72%,1
5-Sep-14,77.51,76.52,77.73,76.48,7.84M,1.24%,0
8-Sep-14,76.53,77.13,77.32,76.43,5.95M,-1.26%,1
9-Sep-14,76.74,76.56,77,76.17,5.63M,0.27%,0
10-Sep-14,76.51,76.79,77.08,76.37,6.70M,-0.30%,0
11-Sep-14,76.1,76.35,76.44,76.09,4.99M,-0.54%,0
12-Sep-14,75.77,75.97,76.05,75.66,5.69M,-0.43%,1
15-Sep-14,75.81,75.78,75.89,75.61,3.75M,0.05%,1
16-Sep-14,76.32,75.64,76.57,75.6,4.11M,0.67%,0
17-Sep-14,76.24,76.36,76.47,76.01,4.24M,-0.10%,0
18-Sep-14,76.22,76.31,76.58,75.91,4.75M,-0.03%,1
19-Sep-14,76.84,76.45,77.07,76.38,13.32M,0.81%,0
22-Sep-14,76.31,76.79,76.86,76.25,4.45M,-0.69%,0
23-Sep-14,75.6,76,76.22,75.57,6.72M,-0.93%,1
24-Sep-14,77.08,75.73,77.31,75.7,8.43M,1.96%,0
25-Sep-14,76.12,76.93,77.05,76.12,4.96M,-1.25%,1
26-Sep-14,76.49,76.25,76.57,75.86,3.75M,0.49%,0
29-Sep-14,76.08,76.06,76.25,75.65,4.96M,-0.54%,1
30-Sep-14,76.47,76.04,76.72,75.77,5.64M,0.51%,0
1-Oct-14,76.12,76.51,76.86,75.91,6.52M,-0.46%,1
2-Oct-14,76.23,76.21,76.91,75.96,4.93M,0.14%,1
3-Oct-14,77.32,76.57,77.48,76.53,5.82M,1.43%,1
6-Oct-14,77.35,77.05,77.92,76.99,5.43M,0.04%,0
7-Oct-14,77.3,77.03,77.69,76.72,7.06M,-0.06%,1
8-Oct-14,78.24,77.41,78.48,76.81,8.11M,1.22%,0
9-Oct-14,77.86,78.11,78.83,77.66,7.07M,-0.49%,1
10-Oct-14,78.29,77.93,79.37,77.93,10.08M,0.55%,0
13-Oct-14,77.56,78.03,78.58,77.45,8.20M,-0.93%,1
14-Oct-14,77.98,77.83,78.63,77.67,7.90M,0.54%,0
15-Oct-14,75.2,77.58,77.69,74.36,21.06M,-3.57%,0
16-Oct-14,73.82,73.23,74.07,72.61,14.35M,-1.84%,1
17-Oct-14,74.1,74.18,74.5,73.03,11.47M,0.38%,1
20-Oct-14,75.14,74.14,75.22,73.92,7.04M,1.40%,1
21-Oct-14,76.02,75.18,76.2,75.01,8.30M,1.17%,1
22-Oct-14,76.03,76.47,76.66,76.01,5.93M,0.01%,1
23-Oct-14,76.25,76.37,76.65,75.78,6.37M,0.29%,1
24-Oct-14,76.38,76.13,76.5,75.5,4.48M,0.17%,1
27-Oct-14,76.59,76.33,76.98,76.31,4.11M,0.27%,0
28-Oct-14,76.35,76.63,76.8,76,4.98M,-0.31%,1
29-Oct-14,76.39,76.55,76.64,75.97,5.76M,0.05%,1
30-Oct-14,76.45,76.17,76.6,75.98,4.87M,0.08%,0
31-Oct-14,76.27,76.89,77.4,76.01,7.57M,-0.24%,1
3-Nov-14,76.28,76.35,76.38,75.59,6.89M,0.01%,1
4-Nov-14,77.26,76.49,77.37,76.28,6.90M,1.28%,1
5-Nov-14,77.7,77.87,78.23,77.3,5.67M,0.57%,1
6-Nov-14,77.81,78.15,78.18,77.17,4.62M,0.14%,1
7-Nov-14,78.77,77.84,79.08,77.61,9.50M,1.23%,1
10-Nov-14,79.44,78.6,80.13,78.42,12.64M,0.85%,0
11-Nov-14,79.01,79.4,79.42,78.85,5.60M,-0.54%,1
12-Nov-14,79.2,78.83,79.44,78.65,6.79M,0.24%,1
13-Nov-14,82.94,80.96,83.06,80.86,22.81M,4.72%,1
14-Nov-14,82.96,82.58,83.15,82.1,10.64M,0.02%,1
17-Nov-14,83.57,82.58,83.72,82.53,7.99M,0.74%,1
18-Nov-14,83.79,83.5,83.92,83.34,6.10M,0.26%,1
19-Nov-14,84.99,83.96,85.64,83.92,12.19M,1.43%,0
20-Nov-14,84.58,84.81,85.29,84.04,7.81M,-0.48%,1
21-Nov-14,84.65,85.34,85.44,84.58,6.65M,0.08%,1
24-Nov-14,85.4,84.85,85.61,84.77,8.00M,0.89%,0
25-Nov-14,84.95,85.5,85.51,84.39,6.68M,-0.53%,1
26-Nov-14,84.98,84.9,85.11,84.48,3.94M,0.04%,1
28-Nov-14,87.54,86.18,88.09,85.9,7.82M,3.01%,0
1-Dec-14,86.22,86.72,87.07,85.75,9.14M,-1.51%,1
2-Dec-14,86.4,86.27,86.7,85.93,6.77M,0.21%,0
3-Dec-14,84.94,85.95,86,84.68,6.37M,-1.69%,0
4-Dec-14,84.76,84.13,84.82,83.65,6.92M,-0.21%,0
5-Dec-14,84.12,84.81,84.82,83.51,6.57M,-0.76%,1
8-Dec-14,84.23,84.15,84.67,83.85,6.27M,0.13%,0
9-Dec-14,83.56,83.65,84.21,82.65,6.63M,-0.80%,0
10-Dec-14,82.98,83.93,84.31,82.9,6.97M,-0.69%,1
11-Dec-14,83.83,83.2,84.5,83.16,8.03M,1.02%,0
12-Dec-14,83.81,83.52,85,83.52,7.28M,-0.02%,1
15-Dec-14,83.94,84.26,84.7,83.05,6.32M,0.16%,0
16-Dec-14,82.96,83.62,84.76,82.94,7.44M,-1.17%,1
17-Dec-14,84.23,83.28,84.26,82.95,6.64M,1.53%,1
18-Dec-14,85.94,84.8,85.95,84.28,8.65M,2.03%,0
19-Dec-14,85.16,86.26,86.34,85.16,12.07M,-0.91%,1
22-Dec-14,86.38,85.32,86.4,85.29,4.58M,1.43%,1
23-Dec-14,86.66,86.69,87.08,86.36,5.55M,0.32%,0
24-Dec-14,86.43,86.97,87.06,86.39,2.49M,-0.27%,1
26-Dec-14,86.91,86.18,87.14,86.01,3.25M,0.56%,0
29-Dec-14,86.64,86.46,87.07,86.4,3.61M,-0.31%,1
30-Dec-14,86.79,86.52,87.13,86.48,3.27M,0.17%,0
31-Dec-14,85.88,87.08,87.44,85.86,4.15M,-1.05%,0
