Date,Price,Open,High,Low,Vol.,Change %,trend
12-Jul-13,77.63,77.61,77.67,77.33,4.46M,0.00%,0
15-Jul-13,77.03,77.3,77.3,76.7,4.89M,-0.77%,1
16-Jul-13,77.37,76.98,77.45,76.9,4.71M,0.44%,0
17-Jul-13,77.2,77.62,77.79,77.09,5.35M,-0.22%,1
18-Jul-13,77.34,77.22,77.55,77.01,4.15M,0.18%,1
19-Jul-13,78.08,77.45,78.17,77.34,6.83M,0.96%,0
22-Jul-13,77.87,77.89,78.25,77.73,4.16M,-0.27%,1
23-Jul-13,78.55,77.96,78.63,77.8,5.25M,0.87%,0
24-Jul-13,78.23,78.68,78.69,77.72,4.93M,-0.41%,0
25-Jul-13,78.01,78.05,78.46,77.63,5.92M,-0.28%,0
26-Jul-13,78,77.93,78.03,77.1,5.35M,-0.01%,0
29-Jul-13,77.99,77.83,78.25,77.78,3.47M,-0.01%,0
30-Jul-13,77.89,78.21,78.36,77.69,4.53M,-0.13%,1
31-Jul-13,77.94,77.92,78.48,77.73,6.04M,0.06%,1
1-Aug-13,78.22,78.42,78.67,78.11,5.17M,0.36%,1
2-Aug-13,78.75,78.25,78.75,78,6.13M,0.68%,1
5-Aug-13,78.77,78.62,79,78.43,3.91M,0.03%,0
6-Aug-13,77.87,78.56,78.57,77.56,6.70M,-1.14%,0
7-Aug-13,77.37,77.16,77.63,76.62,5.82M,-0.64%,0
8-Aug-13,77.25,77.51,77.89,76.93,4.47M,-0.16%,0
9-Aug-13,76.9,77.21,77.32,76.77,5.77M,-0.45%,1
12-Aug-13,77.08,76.56,77.39,76.49,5.79M,0.23%,0
13-Aug-13,76.86,77.17,77.25,76.22,6.38M,-0.29%,0
14-Aug-13,76.4,76.81,77.22,76.23,6.82M,-0.60%,0
15-Aug-13,74.41,74.46,75.08,74.03,13.22M,-2.60%,0
16-Aug-13,74.11,74.12,74.5,73.7,7.25M,-0.40%,0
19-Aug-13,73.58,73.88,73.93,73.21,5.36M,-0.72%,0
20-Aug-13,73.23,73.55,73.62,73.2,6.66M,-0.48%,1
21-Aug-13,73.55,73.16,74.13,72.93,8.08M,0.44%,0
22-Aug-13,73.46,73.81,74.03,73.24,3.95M,-0.12%,0
23-Aug-13,73.44,73.65,73.75,73.03,5.48M,-0.03%,0
26-Aug-13,73.03,73.64,73.75,73.03,5.36M,-0.56%,0
27-Aug-13,72.86,72.68,73.11,72.51,5.79M,-0.23%,0
28-Aug-13,72.38,72.66,72.86,72.27,5.61M,-0.66%,1
29-Aug-13,72.43,72.35,72.88,72.23,4.09M,0.07%,1
30-Aug-13,72.98,72.64,73.07,72.58,6.07M,0.76%,0
3-Sep-13,72.68,73.48,73.58,72.54,7.16M,-0.41%,1
4-Sep-13,72.91,72.7,73.12,72.45,4.67M,0.32%,0
5-Sep-13,72.67,72.84,73.48,72.62,4.68M,-0.33%,0
6-Sep-13,72.59,72.7,73.16,72.19,5.79M,-0.11%,1
9-Sep-13,73.51,72.85,73.65,72.7,5.53M,1.27%,1
10-Sep-13,73.96,73.66,74.21,73.57,6.85M,0.61%,1
11-Sep-13,74.05,74,74.24,73.66,5.34M,0.12%,0
12-Sep-13,73.91,74.18,74.52,73.77,5.26M,-0.19%,1
13-Sep-13,74.36,74.13,74.4,73.98,4.02M,0.61%,1
16-Sep-13,74.78,74.9,75.19,74.69,4.21M,0.56%,1
17-Sep-13,75.15,74.84,75.47,74.79,4.29M,0.49%,1
18-Sep-13,76.42,75.16,76.53,74.9,6.92M,1.69%,0
19-Sep-13,76.21,76.5,76.53,75.62,7.11M,-0.27%,0
20-Sep-13,75.83,76.32,76.45,75.83,8.86M,-0.50%,1
23-Sep-13,76.42,75.39,76.43,75.2,5.60M,0.78%,0
24-Sep-13,75.75,76.4,76.73,75.69,6.87M,-0.88%,0
25-Sep-13,74.65,75.91,75.94,73.56,15.00M,-1.45%,0
26-Sep-13,74.62,74.78,74.98,74.22,5.08M,-0.04%,0
27-Sep-13,74.36,74.38,74.46,74.07,4.22M,-0.35%,0
30-Sep-13,73.96,74.28,74.6,73.74,6.75M,-0.54%,0
1-Oct-13,73.59,73.87,73.89,73.32,5.68M,-0.50%,1
2-Oct-13,73.72,73.39,73.72,73.04,7.38M,0.18%,0
3-Oct-13,73.16,73.53,73.53,72.95,7.18M,-0.76%,0
4-Oct-13,72.8,73.01,73.38,72.79,5.75M,-0.49%,0
7-Oct-13,71.87,72.42,72.42,71.51,6.89M,-1.28%,1
8-Oct-13,72.9,71.85,73.19,71.8,9.22M,1.43%,1
9-Oct-13,73,72.83,73.34,72.57,6.47M,0.14%,1
10-Oct-13,74.79,73.48,74.87,73.27,7.68M,2.45%,1
11-Oct-13,74.82,74.61,74.83,73.83,6.53M,0.04%,0
14-Oct-13,74.68,74.34,74.71,73.75,5.90M,-0.19%,0
15-Oct-13,74.37,74.43,75.37,73.99,8.99M,-0.42%,1
16-Oct-13,75.6,74.81,75.62,74.57,5.91M,1.65%,1
17-Oct-13,75.78,75.49,76.12,71.69,6.40M,0.24%,0
18-Oct-13,75.71,75.8,75.93,75.48,6.79M,-0.09%,0
21-Oct-13,75.15,75.72,75.82,74.82,5.36M,-0.74%,1
22-Oct-13,76.32,75.43,76.49,75.21,6.95M,1.56%,0
23-Oct-13,75.9,76.18,76.35,75.81,5.87M,-0.55%,1
24-Oct-13,76.42,76.03,76.51,75.82,5.86M,0.69%,0
25-Oct-13,76.08,76.37,76.76,75.78,6.46M,-0.44%,1
28-Oct-13,77.14,76.16,77.21,76.05,7.03M,1.39%,0
29-Oct-13,77.06,77.25,77.63,76.75,7.44M,-0.10%,0
30-Oct-13,76.91,77.27,77.53,76.56,4.65M,-0.19%,0
31-Oct-13,76.75,76.88,77.15,76.6,4.61M,-0.21%,1
1-Nov-13,77.07,76.97,77.4,76.59,5.12M,0.42%,1
4-Nov-13,77.33,77.22,77.65,77.2,4.70M,0.34%,1
5-Nov-13,77.42,76.81,77.61,76.72,5.09M,0.12%,1
6-Nov-13,78.16,77.64,78.28,77.3,4.83M,0.96%,0
7-Nov-13,77.51,78.19,78.22,77.24,8.35M,-0.83%,1
8-Nov-13,77.96,77.49,77.96,76.79,5.79M,0.58%,1
11-Nov-13,79.01,77.86,79.07,77.79,7.45M,1.35%,0
12-Nov-13,78.71,78.85,78.97,78.25,5.27M,-0.38%,1
13-Nov-13,78.9,78.42,78.99,78.35,8.29M,0.24%,1
14-Nov-13,79.08,77.75,79.53,77.68,9.31M,0.23%,1
15-Nov-13,79.22,78.93,79.29,78.75,5.92M,0.18%,0
18-Nov-13,79.22,79.23,79.32,78.91,5.96M,0.00%,1
19-Nov-13,79.25,79.3,79.35,78.88,4.46M,0.04%,0
20-Nov-13,78.9,79.31,79.39,78.49,4.51M,-0.44%,0
21-Nov-13,78.86,78.74,79.2,78.55,3.84M,-0.05%,1
22-Nov-13,79.81,78.87,79.87,78.75,4.82M,1.20%,1
25-Nov-13,80.43,80.06,80.57,79.91,5.67M,0.78%,1
26-Nov-13,80.68,80.44,80.68,80.11,5.54M,0.31%,1
27-Nov-13,80.93,80.55,81,80.38,4.81M,0.31%,1
29-Nov-13,81.01,81.17,81.35,80.82,3.45M,0.10%,1
2-Dec-13,81.11,80.89,81.28,80.37,6.18M,0.12%,1
3-Dec-13,81.21,81.21,81.33,80.7,7.51M,0.12%,0
4-Dec-13,80.22,80.64,81.37,79.91,7.64M,-1.22%,0
5-Dec-13,79.44,79.72,79.77,78.87,6.45M,-0.97%,1
6-Dec-13,79.94,79.71,80.23,79.64,5.09M,0.63%,1
9-Dec-13,79.95,80.24,80.43,79.7,4.49M,0.01%,0
10-Dec-13,79.08,79.72,79.8,79.05,6.29M,-1.09%,1
11-Dec-13,79.09,79.1,79.72,79.05,6.00M,0.01%,0
12-Dec-13,78.5,79.11,79.26,78.4,5.69M,-0.75%,0
13-Dec-13,78.08,78.73,78.77,77.93,4.99M,-0.54%,0
16-Dec-13,77.74,78.25,78.5,77.6,6.15M,-0.44%,0
17-Dec-13,77.25,77.74,77.89,77.22,5.77M,-0.63%,1
18-Dec-13,77.94,77.28,77.98,76.81,10.63M,0.89%,0
19-Dec-13,77.24,77.67,77.83,77.2,5.96M,-0.90%,1
20-Dec-13,77.43,77.28,77.88,77.25,9.57M,0.25%,1
23-Dec-13,77.87,77.73,77.99,77.37,4.49M,0.57%,1
24-Dec-13,78.01,77.95,78.24,77.63,2.09M,0.18%,1
26-Dec-13,78.39,78.06,78.52,77.97,2.78M,0.49%,1
27-Dec-13,78.47,78.6,78.93,78.3,3.05M,0.10%,1
30-Dec-13,78.63,78.61,78.88,78.43,3.09M,0.20%,1
31-Dec-13,78.69,78.66,78.87,78.35,3.86M,0.08%,0
