Date,Price,Open,High,Low,Vol.,Change %,CP,EMA12,EMA26,MACD,K,D,R,trend
1-Oct-18,94.4,94.29,94.66,94.04,5.00M,0.52%,102.06847,94.83321818,94.6561007,0.177117478,58.06451613,39.20347992,41.93548387,1
2-Oct-18,95.15,93.93,95.61,93.85,7.75M,0.79%,101.95122,94.88195384,94.69268584,0.189268009,73.86363636,54.76036456,26.13636364,0
3-Oct-18,94.07,95.5,95.54,94.04,6.33M,-1.14%,101.77903,94.75703787,94.64656096,0.11047691,2,44.6427175,98,1
4-Oct-18,94.21,94.07,94.5,93.2,6.05M,0.15%,101.66111,94.6728782,94.61422311,0.058655086,77.69230769,51.18531469,22.30769231,0
5-Oct-18,93.31,93.86,94.19,92.89,6.69M,-0.96%,101.53984,94.46320463,94.51761399,-0.054409363,32.30769231,37.33333333,67.69230769,1
8-Oct-18,94.69,93.25,94.93,93.02,5.76M,1.48%,101.54654,94.49809622,94.53038332,-0.032287101,87.43455497,65.81151832,12.56544503,1
9-Oct-18,97.08,95.64,97.74,95.19,11.60M,2.52%,101.69796,94.89531219,94.71924382,0.17606837,74.11764706,64.61996478,25.88235294,0
10-Oct-18,95.76,96.6,97.85,95.7,9.00M,-1.36%,101.72007,95.02834108,94.79633687,0.232004214,2.790697674,54.78096657,97.20930233,0
11-Oct-18,93.92,95.81,96.29,93.6,9.93M,-1.92%,101.63163,94.85782707,94.73142303,0.126404043,11.89591078,29.6014185,88.10408922,1
12-Oct-18,94.81,94.76,95.17,93.67,8.55M,0.95%,101.56865,94.85046906,94.73724354,0.113225516,76,30.22886949,24,0
15-Oct-18,93.82,94.5,94.99,93.82,8.31M,-1.04%,101.42929,94.69193536,94.66929958,0.02263578,0,29.29863693,100,1
16-Oct-18,95.81,94.7,96.07,94.34,11.24M,2.12%,101.48892,94.8639453,94.75379591,0.110149398,84.97109827,53.65703276,15.02890173,1
17-Oct-18,96.56,95.18,96.62,94.9,9.54M,0.78%,101.58674,95.12487679,94.8875888,0.237287994,96.51162791,60.49424206,3.488372093,0
18-Oct-18,96.17,96.4,97.25,95.74,11.40M,-0.40%,101.6926,95.28566498,94.98258222,0.303082757,28.47682119,69.98651579,71.52317881,1
19-Oct-18,97.15,96,97.65,96,8.95M,1.02%,101.89494,95.57248575,95.14313169,0.429354064,69.6969697,64.8951396,30.3030303,0
22-Oct-18,97.14,97.34,97.58,96.74,7.12M,-0.01%,102.11135,95.81364179,95.29104786,0.522593931,47.61904762,48.59761284,52.38095238,1
23-Oct-18,97.8,96.5,97.98,96.11,9.41M,0.68%,102.33915,96.11923536,95.47689617,0.642339195,90.37433155,69.23011629,9.625668449,0
24-Oct-18,97.56,97.5,99.17,97.28,10.36M,-0.25%,102.50062,96.34089146,95.63120015,0.709691306,14.81481481,50.93606466,85.18518519,1
25-Oct-18,99.18,98.01,99.48,97,10.74M,1.66%,102.84299,96.77767739,95.89407422,0.883603172,87.90322581,64.36412406,12.09677419,0
26-Oct-18,98.94,98.81,99.67,98.02,14.93M,-0.24%,103.1599,97.11034241,96.11969835,0.990644057,55.75757576,52.82520546,44.24242424,1
29-Oct-18,99.8,99.51,101.73,99.09,12.71M,0.87%,103.59473,97.52413588,96.39231329,1.131822596,26.89393939,56.85158032,73.10606061,1
30-Oct-18,102.42,100.21,102.6,100.06,12.71M,2.63%,104.11264,98.27734575,96.8388086,1.438537148,92.91338583,58.52163366,7.086614173,0
31-Oct-18,100.28,102.49,102.49,100.11,12.35M,-2.09%,104.32704,98.5854464,97.09371166,1.491734736,7.142857143,42.31672745,92.85714286,1
1-Nov-18,100.58,99.96,101.17,99.72,7.74M,0.30%,104.64998,98.8923008,97.35195525,1.540345555,59.31034483,53.12219593,40.68965517,1
2-Nov-18,101.34,100.88,101.57,100.31,7.30M,0.76%,105.14712,99.26886991,97.64736597,1.62150394,81.74603175,49.39974457,18.25396825,1
5-Nov-18,102.91,101.19,103.17,100.63,7.62M,1.55%,105.68982,99.82904377,98.03719071,1.791853058,89.76377953,76.94005203,10.23622047,1
6-Nov-18,103.33,102.54,103.44,102.05,6.37M,0.41%,106.32699,100.3676524,98.42925066,1.938401761,92.08633094,87.86538074,7.913669065,1
7-Nov-18,104.32,103.66,104.47,103.05,8.67M,0.96%,106.89716,100.9757059,98.86560246,2.110103432,89.43661972,90.42891006,10.56338028,1
8-Nov-18,104.88,104.33,105.26,104.03,5.96M,0.54%,107.4546,101.5763665,99.31111339,2.265253135,69.10569106,83.54288057,30.89430894,1
9-Nov-18,105.56,105,105.9,104.81,8.45M,0.65%,108.08373,102.1892332,99.77399388,2.415239334,68.80733945,75.78321674,31.19266055,0
12-Nov-18,103.87,105.5,106.21,103.65,8.94M,-1.60%,108.53397,102.4478127,100.0774017,2.370410979,8.59375,48.8355935,91.40625,0
13-Nov-18,102.94,103.67,104.15,102.54,7.96M,-0.90%,108.92257,102.5235338,100.2894461,2.234087783,24.8447205,34.08193665,75.1552795,0
14-Nov-18,101.53,103,103.15,101.01,10.48M,-1.37%,109.17248,102.3706825,100.3813389,1.989343539,24.29906542,19.24584531,75.70093458,0
15-Nov-18,99.54,102.32,102.8,98.62,16.08M,-1.96%,109.30514,101.9351929,100.3190175,1.616175329,22.00956938,23.7177851,77.99043062,0
16-Nov-18,97.69,98.82,99.42,96.92,14.24M,-1.86%,109.20531,101.2820863,100.1242755,1.157810774,30.8,25.70287827,69.2,0
19-Nov-18,96.78,97.94,98.25,96.43,9.21M,-0.93%,109.06059,100.5894576,99.87655139,0.712906228,19.23076923,24.0134462,80.76923077,0
20-Nov-18,94.16,94.98,95.2,93.6,12.62M,-2.71%,108.68271,99.60031029,99.45310314,0.147207154,35,28.34358974,65,1
21-Nov-18,94.17,94.36,94.92,93.31,9.35M,0.01%,108.12996,98.76487794,99.06176216,-0.296884226,53.41614907,35.8823061,46.58385093,1
23-Nov-18,95.1,94.13,95.55,94.13,4.89M,0.99%,107.7829,98.20105056,98.7682983,-0.567247737,68.30985915,52.24200274,31.69014085,1
26-Nov-18,95.15,95.69,96.07,94.74,10.03M,0.05%,107.41909,97.73165817,98.5002762,-0.768618035,30.82706767,50.8510253,69.17293233,0
27-Nov-18,95.04,94.99,95.54,94.41,9.04M,-0.12%,106.99699,97.31755691,98.24395945,-0.926402536,55.75221239,51.62971307,44.24778761,1
28-Nov-18,97.46,95.45,97.62,95.05,10.07M,2.55%,106.63184,97.33947123,98.18588838,-0.846417144,93.77431907,60.11786637,6.225680934,0
29-Nov-18,97.29,97.02,97.83,96.74,6.24M,-0.17%,106.22716,97.33186027,98.11952627,-0.787666001,50.4587156,66.66174902,49.5412844,1
30-Nov-18,97.65,97.4,98.43,97.07,10.66M,0.37%,105.78027,97.38080485,98.08474655,-0.703941704,42.64705882,62.2933645,57.35294118,1
3-Dec-18,98.75,98.02,99.59,97.67,9.08M,1.13%,105.36956,97.59145026,98.13402458,-0.542574329,56.25,49.78525814,43.75,0
4-Dec-18,95.81,98.25,98.96,95.61,10.43M,-2.98%,104.71631,97.31738099,97.96187461,-0.64449363,5.970149254,34.95573603,94.02985075,0
6-Dec-18,94.77,94.94,95.41,93.1,10.37M,-1.09%,104.10661,96.92547622,97.72543946,-0.79996324,72.29437229,44.83817385,27.70562771,0
7-Dec-18,93.19,94.5,95.13,92.45,8.50M,-1.67%,103.45336,96.35078757,97.38948098,-1.038693411,27.6119403,35.29215395,72.3880597,1
10-Dec-18,93.94,93.56,94.25,92.34,7.28M,0.80%,102.94483,95.97989717,97.13396387,-1.154066696,83.76963351,61.22531537,16.23036649,0
11-Dec-18,93.85,94.25,94.49,93.25,6.45M,-0.10%,102.5636,95.65222069,96.89070729,-1.238486602,48.38709677,53.25622353,51.61290323,0
12-Dec-18,93.11,94.3,94.3,93.06,9.64M,-0.79%,102.25674,95.26110981,96.6106549,-1.349545085,4.032258065,45.39632945,95.96774194,0
13-Dec-18,92.96,93.25,93.68,92.43,8.04M,-0.16%,102.0008,94.90709292,96.34023601,-1.433143097,42.4,31.60645161,57.6,0
14-Dec-18,91.85,92.05,92.56,91.57,11.49M,-1.19%,101.84603,94.43677093,96.00762594,-1.57085501,28.28282828,24.90502878,71.71717172,0
17-Dec-18,90.77,91.22,92.01,90.16,9.00M,-1.18%,101.61823,93.87265233,95.61965365,-1.747001322,32.97297297,34.55193375,67.02702703,1
18-Dec-18,91.08,90.8,91.26,90.28,9.61M,0.34%,101.34889,93.44301351,95.28338301,-1.840369501,81.63265306,47.62948477,18.36734694,0
19-Dec-18,90.55,91.29,93,90.25,12.23M,-0.58%,101.04069,92.99793451,94.93276204,-1.934827538,10.90909091,41.83823898,89.09090909,0
20-Dec-18,87.28,90.11,90.11,86.14,16.37M,-3.61%,100.52077,92.11825227,94.36589078,-2.247638508,28.71536524,40.4190364,71.28463476,0
21-Dec-18,87.13,86.87,89.47,86.8,14.92M,-0.17%,99.82866,91.35082885,93.82989887,-2.479070025,12.35955056,17.32800224,87.64044944,0
24-Dec-18,85.82,86.54,87.56,85.78,6.11M,-1.50%,99.06017,90.4999321,93.23657303,-2.736640928,2.247191011,14.44070227,97.75280899,1
26-Dec-18,90.41,86.42,90.42,86.3,10.03M,5.35%,98.57509,90.48609639,93.02719725,-2.541100856,99.75728155,38.12134104,0.242718447,1
27-Dec-18,91.59,89.75,91.61,88.44,9.88M,1.31%,98.09537,90.65592772,92.92073819,-2.264810476,99.36908517,67.12451925,0.630914826,1
28-Dec-18,92.13,92.07,93.47,91.64,9.87M,0.59%,97.84881,90.88270807,92.86216499,-1.979456926,26.77595628,75.30077434,73.22404372,1
31-Dec-18,93.15,92.67,93.39,92.25,7.01M,1.11%,97.74027,91.23152221,92.88348611,-1.651963894,78.94736842,68.36413663,21.05263158,0
