Date,Price,Open,High,Low,Vol.,Change %,CP,EMA12,EMA26,MACD,K,D,R,trend
7-Feb-18,102.85,100.5,104.59,100.01,11.17M,1.93%,112.65648,104.8106943,,,62.00873362,65.73420391,37.99126638,0
8-Feb-18,100.02,103.23,103.48,100,13.98M,-2.75%,112.47692,104.0736644,107.0161538,-2.942489451,0.574712644,52.62790245,99.42528736,0
9-Feb-18,99.37,100.53,101.1,96.43,14.18M,-0.65%,112.14661,103.3500237,106.4497721,-3.099748361,62.95503212,41.84615946,37.04496788,1
12-Feb-18,99.55,100.13,100.44,98.8,9.14M,0.18%,111.80893,102.7654047,105.9386779,-3.173273166,45.73170732,36.42048403,54.26829268,1
13-Feb-18,100.98,99.33,101.22,99.33,6.62M,1.44%,111.50944,102.490727,105.5713684,-3.08064134,87.3015873,65.32944225,12.6984127,1
14-Feb-18,101.7,100.86,102.25,100.21,7.31M,0.71%,111.22804,102.3690767,105.2846004,-2.915523625,73.03921569,68.69083677,26.96078431,1
15-Feb-18,103.23,102.55,103.64,101.83,7.49M,1.50%,111.05652,102.5015265,105.1324077,-2.630881272,77.3480663,79.2296231,22.6519337,1
16-Feb-18,104.78,103.09,104.94,101.98,16.06M,1.50%,110.93458,102.8520609,105.1063035,-2.254242605,94.59459459,81.66062553,5.405405405,0
20-Feb-18,94.11,96.99,97.94,94.1,52.09M,-10.18%,109.97782,101.5071284,104.2917625,-2.784634047,0.260416667,57.40102585,99.73958333,0
21-Feb-18,91.52,95.11,95.34,91.24,49.50M,-2.75%,108.76981,99.97064712,103.345706,-3.375058863,6.829268293,33.89475985,93.17073171,1
22-Feb-18,92.77,91.43,93.39,91.31,20.36M,1.37%,107.76749,98.86285525,102.5623204,-3.699465099,70.19230769,25.76066422,29.80769231,1
23-Feb-18,92.89,92.88,93.49,91.76,12.79M,0.13%,106.84892,97.94395445,101.8458522,-3.901897733,65.31791908,47.44649835,34.68208092,1
26-Feb-18,93.12,92.9,93.8,92.22,14.70M,0.25%,106.01812,97.20180761,101.1994928,-3.99768515,56.96202532,64.15741736,43.03797468,0
27-Feb-18,91.52,93.63,93.72,91.51,13.38M,-1.72%,105.1498,96.32768336,100.4824933,-4.154809934,0.452488688,40.91081103,99.54751131,0
28-Feb-18,90.01,92,92.1,90,14.14M,-1.65%,104.47444,95.35573207,99.70675305,-4.351020976,0.476190476,19.29690149,99.52380952,0
1-Mar-18,89.08,90.17,90.18,87.71,18.91M,-1.03%,103.6825,94.39023483,98.91958616,-4.529351326,55.46558704,18.79808874,44.53441296,0
2-Mar-18,88.77,87.27,88.9,87.24,19.04M,-0.35%,102.73914,93.52558332,98.16776496,-4.642181642,92.1686747,49.37015074,7.831325301,1
5-Mar-18,89.98,88.14,90.5,88.07,13.38M,1.36%,102.06646,92.98010896,97.56126385,-4.58115489,78.60082305,75.41169493,21.39917695,0
6-Mar-18,89.06,90.35,90.5,88.63,11.05M,-1.02%,101.37569,92.37701528,96.9315406,-4.554525329,22.99465241,64.58805005,77.00534759,0
7-Mar-18,87.74,87.98,88.53,87.33,11.45M,-1.48%,100.58442,91.66362831,96.25068575,-4.587057435,34.16666667,45.25404737,65.83333333,1
8-Mar-18,87.92,87.77,88.13,87.34,9.59M,0.21%,99.7094,91.08768549,95.63359791,-4.545912419,73.41772152,43.52634686,26.58227848,1
9-Mar-18,88.72,88.24,88.72,87.53,9.75M,0.91%,98.83974,90.72342619,95.12147955,-4.398053361,100,69.19479606,0,0
12-Mar-18,88.07,88.7,89.44,87.88,8.47M,-0.73%,97.82402,90.31520677,94.59914773,-4.283940956,12.17948718,61.86573623,87.82051282,1
13-Mar-18,88.3,88.39,88.9,87.98,7.17M,0.26%,96.71986,90.00517496,94.13254419,-4.127369232,34.7826087,48.98736529,65.2173913,0
14-Mar-18,87.67,88.51,88.99,87.5,11.04M,-0.71%,96.28838,89.64591728,93.65383722,-4.007919941,11.40939597,19.45716395,88.59060403,0
15-Mar-18,87.51,87.68,88.79,85.9,16.62M,-0.18%,96.01971,89.31731462,93.19873816,-3.881423546,55.70934256,33.96711574,44.29065744,1
16-Mar-18,89.17,87.72,90.09,87.5,28.40M,1.90%,95.77851,89.29465083,92.90031311,-3.605662284,64.47876448,43.86583434,35.52123552,0
19-Mar-18,87.45,88.91,89.08,87.1,12.05M,-1.93%,95.41403,89.0108584,92.49658622,-3.485727822,17.67676768,45.95495824,82.32323232,1
20-Mar-18,87.95,87.86,88.15,87.37,8.26M,0.57%,95.06764,88.84764941,92.15980205,-3.312152642,74.35897436,52.17150217,25.64102564,1
21-Mar-18,88.18,87.89,89.68,87.68,11.84M,0.26%,94.84386,88.74493412,91.8650019,-3.120067784,25,39.01191401,75,0
22-Mar-18,87.14,87.53,88.27,86.99,12.25M,-1.18%,94.65157,88.49802118,91.51500176,-3.016980584,11.71875,37.02590812,88.28125,0
23-Mar-18,85.42,87.35,87.74,85.28,10.13M,-1.97%,94.40635,88.02447946,91.06352015,-3.039040692,5.691056911,14.1366023,94.30894309,1
26-Mar-18,87.5,86.22,87.69,86.11,9.20M,2.44%,94.32126,87.94379031,90.79955569,-2.855765383,87.97468354,35.12816348,12.02531646,0
27-Mar-18,86.05,87.96,88.04,85.48,6.55M,-1.66%,94.05795,87.65243795,90.44773675,-2.795298799,22.265625,38.64378848,77.734375,1
28-Mar-18,87.77,86.26,88.24,86.19,11.58M,2.00%,93.97152,87.67052442,90.24938588,-2.578861459,77.07317073,62.43782643,22.92682927,1
29-Mar-18,88.97,87.9,89.34,87.77,9.27M,1.37%,94.05393,87.87044374,90.15461656,-2.284172815,76.43312102,58.59063892,23.56687898,0
2-Apr-18,85.55,88,88.24,84.84,19.13M,-3.84%,93.89514,87.5134524,89.81353385,-2.300081452,20.88235294,58.12954823,79.11764706,1
3-Apr-18,86.8,86.25,86.95,85.55,9.70M,1.46%,93.7665,87.40369049,89.59030912,-2.18661863,89.28571429,62.20039608,10.71428571,1
4-Apr-18,87.22,85.6,87.5,85.44,6.54M,0.48%,93.70955,87.37543041,89.41473067,-2.039300252,86.40776699,65.52527807,13.59223301,1
5-Apr-18,87.81,87.6,88.34,87.05,6.38M,0.68%,93.67672,87.44228727,89.29586173,-1.853574454,58.91472868,78.20273665,41.08527132,0
6-Apr-18,86.69,86.83,87.9,86.13,6.35M,-1.28%,93.61106,87.32655077,89.10283493,-1.776284163,31.63841808,58.98697125,68.36158192,0
9-Apr-18,86.28,86.85,87.45,86.24,8.37M,-0.47%,93.52865,87.16554296,88.89373605,-1.72819309,3.305785124,31.28631063,96.69421488,1
10-Apr-18,86.45,86.84,87.1,85.66,9.73M,0.20%,93.34641,87.05545943,88.71271856,-1.657259137,54.86111111,29.93510477,45.13888889,0
11-Apr-18,85.91,86,86.86,85.8,6.28M,-0.62%,93.24323,86.8792349,88.50510978,-1.625874882,10.37735849,22.84808491,89.62264151,0
12-Apr-18,85.43,86.19,86.83,85.41,6.86M,-0.56%,93.07439,86.65627568,88.27732387,-1.621048188,1.408450704,22.2156401,98.5915493,1
13-Apr-18,86.02,85.89,86.27,85.19,7.56M,0.69%,92.92967,86.55838712,88.1101147,-1.551727579,76.85185185,29.54588702,23.14814815,1
16-Apr-18,86.84,86.2,87.65,86.12,7.02M,0.95%,92.90957,86.60171218,88.01603213,-1.41431995,47.05882353,41.77304203,52.94117647,1
17-Apr-18,87.9,87.48,88.17,87.41,6.80M,1.22%,93.07573,86.80144876,88.00743715,-1.205988389,64.47368421,62.79478653,35.52631579,0
18-Apr-18,87.57,88.2,88.56,87.51,5.85M,-0.38%,93.08042,86.91968742,87.9750344,-1.055346986,5.714285714,39.08226448,94.28571429,1
19-Apr-18,87.89,87.41,88.04,86.58,6.59M,0.37%,93.2037,87.06896628,87.96873556,-0.899769282,89.7260274,53.30466577,10.2739726,0
20-Apr-18,86.98,87.87,88.38,86.67,8.32M,-1.04%,93.15077,87.05527916,87.89549589,-0.84021673,18.12865497,37.85632269,81.87134503,0
23-Apr-18,86.1,86.89,87.08,86.02,7.36M,-1.01%,92.95848,86.90831313,87.76249619,-0.854183059,7.547169811,38.46728406,92.45283019,1
24-Apr-18,86.53,86.77,86.91,85.57,8.47M,0.50%,93.02414,86.85011111,87.67120018,-0.821089065,71.64179104,32.43920528,28.35820896,1
25-Apr-18,87.17,86.32,87.7,85.89,6.76M,0.74%,93.04893,86.89932479,87.63407424,-0.734749451,70.71823204,49.9690643,29.28176796,1
26-Apr-18,87.94,87.17,88.32,86.9,5.78M,0.88%,93.09717,87.05942867,87.65673541,-0.59730674,73.23943662,71.86648657,26.76056338,0
27-Apr-18,87.29,87.87,87.9,87.08,5.65M,-0.74%,93.06233,87.09490118,87.62956982,-0.534668641,25.6097561,56.52247492,74.3902439,1
30-Apr-18,88.46,87.94,89.66,87.92,8.69M,1.34%,93.18092,87.30491638,87.69108317,-0.386166785,31.03448276,43.29455849,68.96551724,0
1-May-18,87.41,87.67,88.01,86.35,6.96M,-1.19%,93.25663,87.32108309,87.67026219,-0.349179099,63.85542169,40.16655351,36.14457831,0
2-May-18,86.34,87.13,87.25,86.16,6.08M,-1.22%,93.24926,87.17014723,87.57172425,-0.401577019,16.51376147,37.1345553,83.48623853,0
3-May-18,86.23,86.19,86.29,85.12,6.88M,-0.13%,93.2707,87.0255092,87.47233727,-0.446828073,94.87179487,58.41365934,5.128205128,1
4-May-18,87.53,86,88.1,85.36,6.97M,1.51%,93.4114,87.10312317,87.47660858,-0.373485417,79.19708029,63.52754554,20.80291971,0
7-May-18,85.47,87.49,87.5,85.27,10.78M,-2.35%,93.37455,86.85187345,87.32797091,-0.476097462,8.968609865,61.01249501,91.03139013,1
8-May-18,85.74,85.52,85.85,84.92,6.55M,0.32%,93.30085,86.68081599,87.21034344,-0.529527441,88.17204301,58.77924439,11.82795699,0
9-May-18,83.06,82.56,83.68,82,32.27M,-3.13%,92.97657,86.12376738,86.90291059,-0.779143208,63.0952381,53.41196366,36.9047619,0
10-May-18,82.69,82.64,83.77,82.01,15.86M,-0.45%,92.64961,85.59549548,86.59084314,-0.995347662,38.63636364,63.30121491,61.36363636,1
11-May-18,83.38,82.69,83.52,81.95,9.93M,0.83%,92.34744,85.25465002,86.3530029,-1.098352887,91.08280255,64.27146809,8.917197452,1
14-May-18,84.39,83.89,84.79,83.65,9.50M,1.21%,92.17391,85.12162694,86.20759528,-1.085968344,64.9122807,64.87714896,35.0877193,1
15-May-18,84.52,84.06,84.88,83.8,9.32M,0.15%,92.06805,85.02906895,86.08258822,-1.053519277,66.66666667,74.22058331,33.33333333,1
16-May-18,86.13,84.87,86.62,84.74,13.73M,1.90%,92.04125,85.19844296,86.08610021,-0.887657252,73.93617021,68.50503919,26.06382979,0
17-May-18,84.49,87.04,87.59,83.85,29.72M,-1.90%,91.86169,85.08945173,85.96787056,-0.878418831,17.11229947,52.57171211,82.88770053,0
18-May-18,83.64,84.24,84.44,83.49,12.04M,-1.01%,91.57359,84.86645916,85.79543571,-0.928976549,15.78947368,35.61264779,84.21052632,1
21-May-18,84.51,84.14,84.54,83.82,10.72M,1.04%,91.38733,84.81161929,85.70021825,-0.888598959,95.83333333,42.91170216,4.166666667,0
22-May-18,83.37,84.5,84.81,83.29,8.07M,-1.35%,91.0463,84.5898317,85.52760949,-0.937777783,5.263157895,38.9619883,94.73684211,0
23-May-18,83.01,82.95,83.02,82.17,9.40M,-0.43%,90.7515,84.34678067,85.3411199,-0.994339223,98.82352941,66.64000688,1.176470588,0
24-May-18,82.85,83,83,81.78,8.58M,-0.19%,90.51767,84.11650672,85.1565925,-1.040085773,87.70491803,63.93053511,12.29508197,0
25-May-18,82.46,82.85,83.34,82.32,5.91M,-0.47%,90.26508,83.86165954,84.9568449,-1.095185369,13.7254902,66.75131255,86.2745098,0
29-May-18,82.4,81.96,82.52,81.81,8.43M,-0.07%,89.92137,83.63678884,84.76744899,-1.130660148,83.09859155,61.50966659,16.90140845,1
30-May-18,84.12,82.45,84.23,82.26,9.31M,2.09%,89.83092,83.71112902,84.7194898,-1.008360785,94.41624365,63.74677513,5.583756345,0
31-May-18,82.54,83.94,84.31,82.51,11.47M,-1.88%,89.61652,83.53095532,84.55804611,-1.027090791,1.666666667,59.72716729,98.33333333,1
1-Jun-18,82.99,83.04,83.42,82.85,5.24M,0.55%,89.61183,83.44773143,84.44189455,-0.994163122,24.56140351,40.21477128,75.43859649,1
4-Jun-18,85.42,83.5,85.52,83.3,10.92M,2.93%,89.79474,83.75115736,84.5143468,-0.763189443,95.4954955,40.57452189,4.504504505,0
5-Jun-18,84.62,85.45,85.47,84.25,8.28M,-0.94%,89.87782,83.88482546,84.52217297,-0.637347508,30.32786885,50.12825595,69.67213115,0
6-Jun-18,84.56,84.95,85.15,84.35,7.36M,-0.07%,89.88921,83.98869847,84.52497497,-0.536276504,26.25,50.69112145,73.75,1
7-Jun-18,84.95,84.78,85.76,84.69,7.71M,0.46%,89.91802,84.13659101,84.5564583,-0.419867296,24.29906542,26.95897809,75.70093458,0
8-Jun-18,84.36,84.78,85.19,84.14,7.60M,-0.69%,89.79943,84.17096162,84.54190584,-0.370944215,20.95238095,23.83381546,79.04761905,0
11-Jun-18,84.3,84.41,84.54,83.79,6.25M,-0.07%,89.7867,84.19081368,84.52398689,-0.333173206,68,37.75048212,32,0
12-Jun-18,84.1,84.32,84.59,83.47,8.06M,-0.24%,89.81752,84.17684235,84.49258045,-0.315738105,56.25,48.40079365,43.75,0
13-Jun-18,84.09,83.89,84.37,83.85,6.36M,-0.01%,89.78938,84.16348198,84.46275968,-0.299277692,46.15384615,56.80128205,53.84615385,0
14-Jun-18,83.79,84.22,84.81,83.67,7.52M,-0.36%,89.81752,84.10602322,84.41292563,-0.306902409,10.52631579,37.64338731,89.47368421,0
15-Jun-18,83.7,83.5,83.99,83.06,12.50M,-0.11%,89.86375,84.04355811,84.36011632,-0.316558213,68.8172043,41.83245541,31.1827957,0
18-Jun-18,83,83.05,83.57,82.82,8.50M,-0.84%,89.8738,83.88301071,84.25936696,-0.376356257,24,34.44784003,76,1
19-Jun-18,83.61,82.6,83.62,82.37,9.35M,0.73%,89.95085,83.84100906,84.21126571,-0.370256648,99.2,64.00573477,0.8,0
20-Jun-18,83.61,83.71,83.82,83.16,7.97M,0.00%,90.03192,83.8054692,84.16672751,-0.361258303,68.18181818,63.79393939,31.81818182,1
21-Jun-18,84.21,83.4,84.55,82.89,8.09M,0.72%,90.03795,83.86770471,84.16993288,-0.302228166,79.51807229,82.29996349,20.48192771,1
22-Jun-18,84.82,84.46,84.85,84.1,11.01M,0.72%,90.19071,84.01421168,84.218086,-0.203874318,96,81.23329682,4,1
25-Jun-18,86.47,84.59,86.6,84.48,15.94M,1.95%,90.42387,84.39202527,84.38489444,0.007130825,93.86792453,89.79533227,6.132075472,0
26-Jun-18,85.98,86.53,87.05,85.76,10.13M,-0.57%,90.46139,84.63632907,84.50305041,0.133278663,17.05426357,68.9740627,82.94573643,1
27-Jun-18,86.89,85.9,87.49,85.55,10.30M,1.06%,90.61348,84.98304768,84.67986149,0.303186186,69.07216495,59.99811768,30.92783505,0
28-Jun-18,85.86,86.85,87.29,85.69,8.47M,-1.19%,90.70058,85.11796342,84.76727916,0.350684261,10.625,32.25047617,89.375,0
29-Jun-18,85.65,85.9,86.2,85.52,8.26M,-0.24%,90.74748,85.1998152,84.83266589,0.367149314,19.11764706,32.93827067,80.88235294,0
2-Jul-18,84,85.65,85.94,83.4,8.13M,-1.93%,90.72336,85.01522825,84.77098693,0.244241315,23.62204724,17.78823143,76.37795276,1
3-Jul-18,84.44,84.09,85.05,84.09,4.40M,0.52%,90.73274,84.92673159,84.74646938,0.180262212,36.45833333,26.39934255,63.54166667,1
5-Jul-18,84.57,84.94,85.58,84.27,5.37M,0.15%,90.76423,84.87184981,84.73339758,0.138452234,22.90076336,27.66038131,77.09923664,0
6-Jul-18,84.51,84.2,84.86,83.82,5.62M,-0.07%,90.79237,84.81618061,84.71684961,0.099331001,66.34615385,41.90175018,33.65384615,1
9-Jul-18,85.93,85,86.47,84.77,6.58M,1.68%,90.93575,84.98753744,84.8067126,0.180824839,68.23529412,52.49407044,31.76470588,1
10-Jul-18,87.21,85.93,87.33,85.88,6.05M,1.49%,91.17092,85.32945475,84.98473389,0.344720867,91.72413793,75.4351953,8.275862069,0
11-Jul-18,86.53,87.06,87.15,86.39,5.60M,-0.78%,91.40743,85.51415402,85.09919804,0.414955979,18.42105263,59.46016156,81.57894737,0
12-Jul-18,86.52,86.94,87.41,86.22,4.89M,-0.01%,91.6024,85.66889956,85.20444263,0.464456925,25.21008403,45.11842487,74.78991597,1
13-Jul-18,87.7,86.52,87.99,86.5,6.39M,1.36%,91.87643,85.98137655,85.38929873,0.592077815,80.53691275,41.38934981,19.46308725,0
16-Jul-18,87.64,87.62,87.72,86.83,4.45M,-0.07%,92.10624,86.23654939,85.55601735,0.680532041,91.01123596,65.58607758,8.988764045,1
17-Jul-18,88.19,87.4,88.7,87.4,5.91M,0.63%,92.33203,86.53708025,85.75112717,0.785953078,60.76923077,77.43912649,39.23076923,0
18-Jul-18,88.07,88.33,89.19,87.94,5.05M,-0.14%,92.43923,86.77291406,85.92289553,0.850018528,10.4,54.06015557,89.6,0
19-Jul-18,87.72,87.86,88.48,87.41,4.88M,-0.40%,92.55581,86.91861959,86.05601438,0.862605208,28.97196262,33.3803978,71.02803738,1
20-Jul-18,88.06,87.4,88.17,87.2,4.82M,0.39%,92.6342,87.09421657,86.20445776,0.889758815,88.65979381,42.67725214,11.34020619,0
23-Jul-18,87.63,87.65,88.15,87.38,4.15M,-0.49%,92.75279,87.17664479,86.31005348,0.866591313,32.46753247,50.0330963,67.53246753,1
24-Jul-18,87.96,88.12,88.5,87.61,5.59M,0.38%,92.90756,87.29716098,86.43227174,0.864889238,39.3258427,53.48438966,60.6741573,0
25-Jul-18,87.9,87.27,88.02,87.11,5.80M,-0.07%,93.16886,87.38990544,86.54099235,0.848913091,86.81318681,52.86885399,13.18681319,1
26-Jul-18,88.23,88.5,89.43,88.18,6.55M,0.38%,93.42279,87.51915076,86.66610403,0.85304673,4,43.3796765,96,0
27-Jul-18,88.13,88.64,88.88,88.03,4.68M,-0.11%,93.66131,87.61312757,86.77454077,0.838586797,11.76470588,34.1926309,88.23529412,1
30-Jul-18,88.88,88,88.94,87.89,6.01M,0.85%,93.9541,87.80803102,86.93050071,0.877530305,94.28571429,36.68347339,5.714285714,1
31-Jul-18,89.23,89,89.66,88.8,6.71M,0.39%,94.1752,88.02679548,87.10083399,0.925961484,50,52.01680672,50,0
1-Aug-18,88.24,88.86,89.13,87.88,5.05M,-1.11%,94.24421,88.05959617,87.18521666,0.874379512,28.8,57.6952381,71.2,1
2-Aug-18,88.76,87.94,88.84,87.62,4.31M,0.59%,94.39362,88.16735061,87.30186728,0.86548333,93.44262295,57.41420765,6.557377049,1
3-Aug-18,89.6,89.19,90.28,89,5.75M,0.95%,94.59998,88.38775821,87.47209933,0.915658875,46.875,56.37254098,53.125,1
6-Aug-18,89.67,89.31,89.98,89.12,4.65M,0.08%,94.73197,88.58502617,87.63490679,0.950119386,63.95348837,68.09037044,36.04651163,1
7-Aug-18,89.77,89.83,90.36,89.65,4.53M,0.11%,94.87468,88.76732984,87.79306184,0.974267999,16.90140845,42.57663227,83.09859155,1
8-Aug-18,90.05,89.97,90.23,89.37,5.04M,0.31%,94.9993,88.96466371,87.96024245,1.004421265,79.06976744,53.30822142,20.93023256,0
9-Aug-18,89.01,89.46,89.63,88.76,4.73M,-1.15%,95.06228,88.97163852,88.03800226,0.93363626,28.73563218,41.56893603,71.26436782,1
10-Aug-18,90.18,88.7,90.37,88.65,8.24M,1.31%,95.2271,89.15754029,88.19666876,0.960871527,88.95348837,65.586296,11.04651163,0
13-Aug-18,89.64,90.2,90.54,89.37,5.88M,-0.60%,95.33296,89.23176486,88.30358219,0.928182673,23.07692308,46.92201454,76.92307692,1
14-Aug-18,90.85,89.64,91.12,89.63,5.84M,1.35%,95.5487,89.48072411,88.49220573,0.988518383,81.87919463,64.63653536,18.12080537,0
15-Aug-18,90.22,90.25,90.41,89.67,8.62M,-0.69%,95.70012,89.59445886,88.62019049,0.974268374,74.32432432,59.76014734,25.67567568,1
16-Aug-18,98.64,100.11,100.21,97.91,42.63M,9.33%,96.4197,90.98608058,89.3623986,1.623681976,31.73913043,62.6475498,68.26086957,0
17-Aug-18,97.85,97.77,99.67,97.61,16.46M,-0.80%,97.06424,92.04206818,89.99110982,2.050958364,11.65048544,39.23798007,88.34951456,0
20-Aug-18,96,97.67,98.29,95.95,12.68M,-1.89%,97.59153,92.65098077,90.43621279,2.214767975,2.136752137,15.175456,97.86324786,1
21-Aug-18,96.08,95.96,96.36,95.36,10.53M,0.08%,98.07393,93.17852219,90.85427111,2.324251084,72,28.59574586,28,0
22-Aug-18,95.67,96.2,96.85,95.23,7.77M,-0.43%,98.50541,93.56182647,91.21099176,2.350834704,27.16049383,33.76574865,72.83950617,0
23-Aug-18,95.18,95.5,95.86,95.06,6.10M,-0.51%,98.97039,93.81077624,91.50499237,2.305783868,15,38.05349794,85,0
24-Aug-18,94.95,95.09,95.66,94.35,8.59M,-0.24%,99.38512,93.98604144,91.76017812,2.225863311,45.80152672,29.32067351,54.19847328,0
27-Aug-18,94.54,95.26,95.61,94.28,7.04M,-0.43%,99.7161,94.07126583,91.96609086,2.105174974,19.54887218,26.7834663,80.45112782,1
28-Aug-18,96.07,94.77,96.35,94.53,9.98M,1.62%,100.1449,94.37876339,92.27008413,2.108679269,84.61538462,49.9885945,15.38461538,0
29-Aug-18,95.64,96.28,96.83,95.53,7.86M,-0.45%,100.53819,94.5727998,92.51970752,2.053092272,8.461538462,37.54193175,91.53846154,1
30-Aug-18,96.1,95.5,96.5,95.45,7.06M,0.48%,100.94354,94.80775367,92.78491437,2.022839299,61.9047619,51.66056166,38.0952381,0
31-Aug-18,95.86,96.19,96.44,95.11,6.32M,-0.25%,101.40249,94.96963772,93.01269849,1.956939229,56.39097744,42.25242594,43.60902256,0
4-Sep-18,95.36,95.8,96.27,95.24,8.28M,-0.52%,101.74955,95.02969346,93.18657268,1.843120778,11.65048544,43.31540826,88.34951456,1
5-Sep-18,96.62,95.67,96.83,95.36,9.47M,1.32%,102.21721,95.274356,93.44090063,1.833455374,85.71428571,51.2519162,14.28571429,0
6-Sep-18,96.45,96.53,96.72,96.01,6.15M,-0.18%,102.59241,95.45522431,93.66379688,1.791427431,61.97183099,53.11220071,38.02816901,0
7-Sep-18,95.83,95.8,96.48,95.64,6.67M,-0.64%,102.96828,95.51288211,93.82425637,1.688625739,22.61904762,56.76838811,77.38095238,1
10-Sep-18,96.9,96.11,97.19,96.09,8.33M,1.12%,102.8517,95.72628486,94.05208923,1.67419563,73.63636364,52.74241408,26.36363636,0
11-Sep-18,96.64,97.27,97.66,96.49,6.46M,-0.27%,102.77063,95.86685642,94.24378633,1.623070096,12.82051282,36.35864136,87.17948718,0
12-Sep-18,95.97,96.26,96.74,95.93,5.90M,-0.69%,102.76862,95.88272466,94.371654,1.511070659,4.938271605,30.46504935,95.0617284,0
13-Sep-18,95.12,95.32,95.62,94.91,7.65M,-0.89%,102.7043,95.76538241,94.42708704,1.338295367,29.57746479,15.77874974,70.42253521,0
14-Sep-18,94.59,94.53,94.84,94.35,6.32M,-0.56%,102.63194,95.58455435,94.43915467,1.145399677,48.97959184,27.83177608,51.02040816,1
17-Sep-18,94.82,94.75,95.48,94.37,5.33M,0.24%,102.60782,95.4669306,94.46736543,0.999565166,40.54054054,39.69919906,59.45945946,1
18-Sep-18,95.43,94.46,95.59,94.15,6.76M,0.64%,102.63998,95.46124897,94.5386717,0.922577272,88.88888889,59.46967376,11.11111111,0
19-Sep-18,95.24,95.57,95.89,94.88,5.68M,-0.20%,102.68688,95.42721067,94.59062194,0.836588724,35.64356436,55.02433126,64.35643564,1
20-Sep-18,95.75,95.35,95.79,94.95,5.55M,0.54%,102.66544,95.47687056,94.6765018,0.800368765,95.23809524,73.25684949,4.761904762,1
21-Sep-18,95.9,95.92,96.29,95.63,9.53M,0.16%,102.68286,95.5419674,94.76713129,0.774836105,40.90909091,57.2635835,59.09090909,0
24-Sep-18,94.92,95.44,96,94.86,5.34M,-1.02%,102.6038,95.44628011,94.7784549,0.667825205,5.263157895,47.13678135,94.73684211,1
25-Sep-18,95.1,95.99,96.52,94.99,6.19M,0.19%,102.55288,95.39300624,94.80227306,0.590733187,7.189542484,17.78726376,92.81045752,0
26-Sep-18,94.59,95.1,95.58,94.52,5.92M,-0.54%,102.50129,95.26946682,94.78654913,0.482917695,6.603773585,6.352157988,93.39622642,0
27-Sep-18,94.13,94.19,94.96,93.82,5.36M,-0.49%,102.33446,95.09416423,94.73791586,0.356248376,27.19298246,13.66209951,72.80701754,0
28-Sep-18,93.91,94.28,94.37,93.69,6.31M,-0.23%,102.16428,94.91198512,94.67658876,0.235396363,32.35294118,22.04989907,67.64705882,1
