trend
-8.207184
0.15299988
0.055755615
0.03211212
0.3609314
-0.3956604
-0.40776062
0.25937653
-0.53705597
-0.25965118
-0.13085938
-0.41869354
-0.32889557
0.23669434
-0.4272995
-0.30583954
0.5934143
0.03643799
-0.12218475
0.2253418
-0.042625427
-0.002784729
0.07533264

-0.07997131

-0.2448349

0.027305603

-0.15661621

0.08483124

0.15219879

0.13942719

0.2166214

0.59404755

-0.16239929

0.14021301

-0.100990295

-0.13354492

-0.29937744

0.066085815

0.007553101

-0.033935547

0.5308304

0.6256256

-0.14756775

0.058395386

0.5079117

0.1762619

-0.025520325

0.003234863

-0.006561279

0.33889008

-0.16404724

-0.024024963

0.50946045

-0.07118988

-0.051193237

0.8780823

0.15870667

-0.5747452

0.682045

0.31563568

-0.29367065

0.33634186

0.50753784

-0.50748444

0.52041626

0.034950256

0.3515091

0.16534424

1.9527206

0.98361206

-0.2559967

0.68309784

0.19252014

0.089653015

-0.004249573

0.30429077

0.32781982

0.23195648

0.38803864

0.24623871

0.19844818

0.34522247

0.6772766

-0.21737671

0.50035095

0.2399292

-0.099998474

-0.0830307

0.16292572

-0.015213013

0.39164734

-0.097473145

0.25526428

-0.13667297

-0.05593872

-0.2591629

0.19928741

-0.17590332

0.02393341

0.13324738

0.16736603

-0.4323883

-0.067276

-0.36899567

0.33805847

0.43367004

-0.103263855

-0.6797104

0.2398529

-0.35785675

0.47751617

0.37348175

-0.15350342

0.17391968

0.12995148

0.24999237

-0.16293335

0.72891235

-0.09718323

0.53339386

0.5963211

0.07665253

-0.0490036

0.26481628

0.9947815

-0.008842468

0.750618

0.009292603

0.48070526

-0.19046783

-0.10101318

-0.28713226

0.28659058

-0.12265015

0.23233795

-0.4330902

-0.015167236

0.3689804

0.026870728

-0.16203308

0.27574158

0.0258255

-0.15238953

0.072128296

-0.7028427

-0.5770035

-0.49362946

-0.072021484

-0.58569336

-0.49555206

-0.30851746

-0.5710068

-0.57460785

-0.1939621

-0.65257263

-1.0588303

-0.6952133

-0.6635742

0.86273193

0.064468384

-0.26520538
