Date,Price,Open,High,Low,Vol.,Change %,trend
24-Feb-11,52.09,53.13,53.17,51.88,23.54M,-1.77%,0
25-Feb-11,51.75,52.09,52.17,51.52,20.33M,-0.65%,1
28-Feb-11,51.98,51.75,52.43,51.68,17.91M,0.44%,1
1-Mar-11,52.07,52.16,52.6,51.95,17.65M,0.17%,0
2-Mar-11,51.97,52.27,52.37,51.72,11.15M,-0.19%,1
3-Mar-11,52.01,52.19,52.27,51.7,12.52M,0.08%,1
4-Mar-11,52.07,52.4,52.49,51.73,15.74M,0.12%,0
7-Mar-11,52.02,52.26,52.29,51.75,13.03M,-0.10%,1
8-Mar-11,52.44,52.1,52.54,52.01,11.92M,0.81%,1
9-Mar-11,52.67,52.27,52.84,52.22,11.38M,0.44%,0
10-Mar-11,52.65,52.35,53.88,52.26,18.30M,-0.04%,0
11-Mar-11,52.59,52.64,52.95,52.14,14.54M,-0.11%,0
14-Mar-11,52.32,52.35,52.52,52.06,10.20M,-0.51%,0
15-Mar-11,52.06,51.77,52.35,51.38,13.86M,-0.50%,0
16-Mar-11,51.38,51.52,51.87,50.97,16.43M,-1.31%,0
17-Mar-11,51.37,51.74,51.87,51.04,10.89M,-0.02%,1
18-Mar-11,51.52,51.63,51.89,51.25,11.82M,0.29%,1
21-Mar-11,51.92,51.73,52,51.68,8.72M,0.78%,1
22-Mar-11,52,51.97,52.14,51.79,8.44M,0.15%,0
23-Mar-11,51.64,51.85,51.88,51.38,13.53M,-0.69%,1
24-Mar-11,52.59,51.83,52.95,51.77,15.08M,1.84%,0
25-Mar-11,52.35,52.56,52.67,52.28,7.62M,-0.46%,0
28-Mar-11,52.19,52.31,52.5,52.01,8.36M,-0.31%,1
29-Mar-11,52.26,52.05,52.38,52.04,8.71M,0.13%,1
30-Mar-11,52.36,52.53,52.74,52.08,8.57M,0.19%,0
31-Mar-11,52.05,52.15,52.32,51.89,10.92M,-0.59%,1
1-Apr-11,52.13,52.25,52.36,51.92,7.97M,0.15%,1
4-Apr-11,52.65,52.31,52.83,52.06,9.23M,1.00%,1
5-Apr-11,52.74,52.7,53.19,52.67,8.87M,0.17%,1
6-Apr-11,52.98,52.67,53.21,52.67,8.37M,0.46%,1
7-Apr-11,53,52.85,53.24,52.75,12.18M,0.04%,0
8-Apr-11,52.54,53.01,53.15,52.27,9.74M,-0.87%,1
11-Apr-11,52.82,52.54,52.92,52.4,7.47M,0.53%,1
12-Apr-11,53.52,52.69,53.75,52.67,13.45M,1.33%,1
13-Apr-11,53.63,53.72,53.96,53.5,8.60M,0.21%,0
14-Apr-11,53.5,53.48,53.74,53.22,7.42M,-0.24%,1
15-Apr-11,53.55,53.55,53.69,53.3,8.72M,0.09%,0
18-Apr-11,53.31,53.08,53.65,52.91,9.51M,-0.45%,1
19-Apr-11,53.35,53.26,53.47,53.1,6.15M,0.08%,1
20-Apr-11,53.69,53.75,53.95,53.64,7.41M,0.64%,0
21-Apr-11,53.58,53.82,53.93,53.42,5.87M,-0.20%,0
25-Apr-11,53.37,53.6,53.66,53.23,5.82M,-0.39%,1
26-Apr-11,53.91,53.39,54.23,53.28,11.98M,1.01%,1
27-Apr-11,54.42,53.88,54.61,53.88,9.73M,0.95%,1
28-Apr-11,54.69,54.29,54.8,54.28,9.83M,0.50%,1
29-Apr-11,54.98,54.41,55.16,54.33,9.82M,0.53%,1
2-May-11,55.04,55.08,55.08,54.67,8.18M,0.11%,1
3-May-11,55.46,55.08,55.77,54.96,11.13M,0.76%,0
4-May-11,55.37,55.31,55.79,55.2,8.17M,-0.16%,0
5-May-11,55.07,55.15,55.6,54.89,11.14M,-0.54%,0
6-May-11,55.02,55.3,55.55,54.86,8.05M,-0.09%,1
9-May-11,55.1,54.97,55.36,54.7,6.55M,0.15%,1
10-May-11,55.53,55.15,55.6,55.1,8.76M,0.78%,0
11-May-11,55.17,55.11,55.61,55.04,9.43M,-0.65%,1
12-May-11,55.72,55.24,55.83,54.91,8.96M,1.00%,0
13-May-11,55.72,55.77,56.03,55.34,8.95M,0.00%,1
16-May-11,56.06,55.61,56.47,55.48,14.18M,0.61%,0
17-May-11,55.54,55.56,56.29,55.24,14.59M,-0.93%,0
18-May-11,55.18,55.5,55.54,54.95,11.43M,-0.65%,1
19-May-11,55.48,55.23,55.6,55.04,7.70M,0.54%,0
20-May-11,55.29,55.55,55.69,55.18,8.80M,-0.34%,0
23-May-11,55.22,54.99,55.5,54.99,7.34M,-0.13%,0
24-May-11,54.78,55.24,55.31,54.61,12.24M,-0.80%,0
25-May-11,54.56,54.63,54.7,54.2,10.20M,-0.40%,1
26-May-11,54.62,54.53,54.7,54.19,5.78M,0.11%,1
27-May-11,54.7,54.75,55.09,54.62,5.32M,0.15%,1
31-May-11,55.22,54.88,55.22,54.81,8.90M,0.95%,0
1-Jun-11,54.3,54.98,55.17,54.25,11.18M,-1.67%,0
2-Jun-11,53.55,54.21,54.21,53.15,14.78M,-1.38%,1
3-Jun-11,53.66,53.15,53.85,53.04,13.29M,0.21%,1
6-Jun-11,53.76,53.86,54.19,53.5,11.24M,0.19%,1
7-Jun-11,53.83,53.94,54.3,53.77,9.91M,0.13%,0
8-Jun-11,53.69,53.61,53.92,53.42,11.66M,-0.26%,0
9-Jun-11,53.62,53.73,54.23,53.61,11.34M,-0.13%,0
10-Jun-11,52.72,53.67,53.84,52.69,14.59M,-1.68%,0
13-Jun-11,52.62,52.91,53.25,52.58,12.55M,-0.19%,1
14-Jun-11,52.91,52.86,53.26,52.77,8.80M,0.55%,0
15-Jun-11,52.32,52.64,52.64,51.79,15.33M,-1.12%,1
16-Jun-11,52.83,52.46,52.97,52.2,11.74M,0.97%,0
17-Jun-11,52.82,53.06,53.29,52.82,20.58M,-0.02%,1
20-Jun-11,53.04,52.7,53.5,52.7,15.20M,0.42%,1
21-Jun-11,53.29,53.1,53.29,52.75,10.89M,0.47%,0
22-Jun-11,53.01,53.1,53.29,52.83,10.59M,-0.53%,1
23-Jun-11,53.29,53.36,53.7,52.67,18.16M,0.53%,0
24-Jun-11,52.41,53.19,53.42,52.35,20.77M,-1.65%,0
27-Jun-11,52.29,52.32,52.76,52.27,10.17M,-0.23%,1
28-Jun-11,52.53,52.44,52.53,52.14,10.99M,0.46%,1
29-Jun-11,52.64,52.62,52.79,52.43,8.87M,0.21%,1
30-Jun-11,53.14,52.66,53.16,52.55,9.98M,0.95%,1
1-Jul-11,53.51,53.19,53.65,53,9.48M,0.70%,0
5-Jul-11,53.39,53.34,53.55,53.02,9.21M,-0.22%,1
6-Jul-11,53.72,53.43,53.95,53.43,8.08M,0.62%,1
7-Jul-11,54.49,54.57,54.81,54.19,12.82M,1.43%,0
8-Jul-11,54.08,54.25,54.32,53.77,9.13M,-0.75%,0
11-Jul-11,53.87,53.82,54.08,53.7,7.55M,-0.39%,1
12-Jul-11,53.94,53.86,54.42,53.76,9.49M,0.13%,1
13-Jul-11,54.02,54.07,54.27,53.84,10.15M,0.15%,0
14-Jul-11,53.63,53.52,53.7,53.38,15.52M,-0.72%,0
15-Jul-11,53.63,53.73,53.97,53.46,10.19M,0.00%,0
18-Jul-11,53.32,53.41,53.54,53.18,8.22M,-0.58%,1
19-Jul-11,53.97,53.4,54.03,53.34,8.59M,1.22%,0
20-Jul-11,53.89,53.91,53.97,53.6,8.86M,-0.15%,1
21-Jul-11,54.47,54,54.69,53.91,10.61M,1.08%,1
22-Jul-11,54.52,54.58,54.72,54.25,6.80M,0.09%,0
25-Jul-11,53.97,54.03,54.4,53.95,8.18M,-1.01%,0
26-Jul-11,53.59,54.03,54.09,53.51,10.93M,-0.70%,0
27-Jul-11,53.25,53.44,53.75,53.17,12.20M,-0.63%,0
28-Jul-11,52.99,53.31,53.55,52.97,8.91M,-0.49%,0
29-Jul-11,52.71,52.78,53.15,52.66,13.20M,-0.53%,0
1-Aug-11,52.62,52.79,52.99,52.07,10.69M,-0.17%,0
2-Aug-11,51.68,52.24,52.55,51.67,15.24M,-1.79%,0
3-Aug-11,51.28,51.76,52.05,51.01,21.46M,-0.77%,0
4-Aug-11,50.1,50.99,50.99,50.07,26.07M,-2.30%,1
5-Aug-11,50.85,50.59,50.92,49.59,27.30M,1.50%,0
8-Aug-11,48.92,50.8,51.33,48.77,33.05M,-3.80%,1
9-Aug-11,50.82,49.34,50.91,48.67,23.99M,3.88%,0
10-Aug-11,48.41,50.02,50.06,48.31,27.01M,-4.74%,1
11-Aug-11,49.73,48.85,50.4,48.85,21.60M,2.73%,1
12-Aug-11,49.75,50.1,50.31,49.28,15.16M,0.04%,1
15-Aug-11,49.98,49.88,50.08,49.29,14.83M,0.46%,1
16-Aug-11,51.92,51.44,52.48,51.12,25.60M,3.88%,0
17-Aug-11,51.55,51.72,52.18,51.16,15.51M,-0.71%,1
18-Aug-11,51.79,50.51,51.95,50.31,25.05M,0.47%,1
19-Aug-11,52.3,51.49,52.74,51.48,23.04M,0.98%,0
22-Aug-11,52.19,52.24,52.64,52.08,13.77M,-0.21%,1
23-Aug-11,53.21,52.16,53.21,52.13,17.17M,1.95%,1
24-Aug-11,53.37,53.02,53.42,52.81,11.40M,0.30%,0
25-Aug-11,52.7,53.38,53.49,52.55,10.98M,-1.26%,1
26-Aug-11,52.9,52.79,53.24,51.95,10.46M,0.38%,1
29-Aug-11,53.19,53.11,53.44,53,8.48M,0.55%,0
30-Aug-11,52.82,52.86,53.13,52.41,13.48M,-0.70%,1
31-Aug-11,53.19,53,53.38,52.86,13.23M,0.70%,0
1-Sep-11,52.65,53.2,53.55,52.65,12.49M,-1.02%,0
2-Sep-11,52.03,52.25,52.64,51.97,10.81M,-1.18%,0
6-Sep-11,51.68,51.48,51.79,50.87,17.11M,-0.67%,1
7-Sep-11,52.42,52.05,52.56,51.85,10.41M,1.43%,0
8-Sep-11,52.21,52.08,52.75,52.06,11.60M,-0.40%,0
9-Sep-11,51.36,51.9,52.18,51.2,12.03M,-1.63%,1
12-Sep-11,51.82,50.85,51.83,50.82,11.23M,0.90%,0
13-Sep-11,51.59,51.79,51.8,51.22,10.77M,-0.44%,1
14-Sep-11,52.2,51.71,52.79,51.58,12.51M,1.18%,1
15-Sep-11,52.51,52.22,52.51,51.94,11.00M,0.59%,1
16-Sep-11,52.65,52.75,53.15,52.55,35.69M,0.27%,0
19-Sep-11,52.45,52.18,52.62,52.04,9.03M,-0.38%,0
20-Sep-11,52.29,52.44,52.92,52.17,8.42M,-0.31%,0
21-Sep-11,51.32,52.36,52.59,51.29,10.48M,-1.86%,0
22-Sep-11,50.28,50.65,51.23,49.94,21.32M,-2.03%,1
23-Sep-11,50.8,50.18,50.96,50.03,12.70M,1.03%,1
26-Sep-11,51.83,50.94,51.85,50.8,11.36M,2.03%,1
27-Sep-11,52.03,52.36,52.86,51.8,11.49M,0.39%,0
28-Sep-11,51.31,52.12,52.42,51.29,11.46M,-1.38%,1
29-Sep-11,51.93,51.81,52.4,51.32,10.34M,1.21%,0
30-Sep-11,51.9,51.85,52.59,51.71,13.62M,-0.06%,1
3-Oct-11,51.96,51.88,52.92,51.85,15.50M,0.12%,1
4-Oct-11,52.88,51.74,52.98,51.63,18.70M,1.77%,0
5-Oct-11,52.65,52.7,53.25,52.13,13.60M,-0.43%,1
6-Oct-11,52.75,52.74,52.9,52.33,10.02M,0.19%,1
7-Oct-11,53.7,53.08,54.03,52.9,13.91M,1.80%,1
10-Oct-11,54.81,54.19,55.18,54.19,12.19M,2.07%,0
11-Oct-11,54.72,54.78,54.79,54.39,10.22M,-0.16%,1
12-Oct-11,55.2,55.05,56.39,55,22.10M,0.88%,0
13-Oct-11,55.02,55.04,55.31,54.72,10.50M,-0.33%,1
14-Oct-11,55.46,55.28,55.47,54.63,10.71M,0.80%,0
17-Oct-11,54.78,54.79,55.46,54.48,8.98M,-1.23%,1
18-Oct-11,55.89,54.94,56.19,54.81,14.07M,2.03%,1
19-Oct-11,56.25,55.71,56.43,55.7,12.99M,0.64%,1
20-Oct-11,56.37,56.2,56.88,56.05,12.65M,0.21%,1
21-Oct-11,56.92,56.74,57.42,56.65,14.50M,0.98%,0
24-Oct-11,56.78,56.88,57,56.6,9.28M,-0.25%,0
25-Oct-11,56.71,56.66,57.15,56.55,10.10M,-0.12%,1
26-Oct-11,57.37,57.1,57.44,56.6,12.72M,1.16%,1
27-Oct-11,57.81,57.8,57.96,57.45,15.33M,0.77%,0
28-Oct-11,57.15,57.85,57.87,56.96,11.29M,-1.14%,0
31-Oct-11,56.72,56.58,57.29,56.58,9.48M,-0.75%,0
1-Nov-11,56.23,55.82,56.74,55.68,13.79M,-0.86%,1
2-Nov-11,56.86,56.77,57.19,56.54,8.92M,1.12%,1
3-Nov-11,57.42,57.05,57.53,56.6,9.58M,0.98%,1
4-Nov-11,57.5,57.08,57.5,56.9,7.01M,0.14%,1
7-Nov-11,57.94,57.34,57.96,57.05,8.52M,0.77%,1
8-Nov-11,59.32,58.02,59.4,57.85,20.11M,2.38%,0
9-Nov-11,58.05,58.53,58.93,57.6,13.95M,-2.14%,1
10-Nov-11,58.13,58.33,58.49,57.51,9.41M,0.14%,1
11-Nov-11,59.2,58.51,59.25,58.38,8.40M,1.84%,0
14-Nov-11,58.89,58.81,58.98,58.36,10.55M,-0.52%,0
15-Nov-11,57.46,57.97,58.05,57.23,16.01M,-2.43%,0
16-Nov-11,56.68,57.1,57.42,56.64,11.78M,-1.36%,1
17-Nov-11,56.73,56.54,57.19,56.26,10.22M,0.09%,1
18-Nov-11,57.23,57.03,57.35,56.61,8.98M,0.88%,0
21-Nov-11,56.66,56.93,57.29,56.38,9.93M,-1.00%,1
22-Nov-11,56.85,56.56,57.13,56.5,7.50M,0.34%,0
23-Nov-11,56.64,56.65,57,56.32,8.26M,-0.37%,1
25-Nov-11,56.89,56.69,57.33,56.69,4.26M,0.44%,1
28-Nov-11,57.25,57.53,58,57,9.29M,0.63%,1
29-Nov-11,58.17,57.34,58.3,57.34,10.82M,1.61%,1
30-Nov-11,58.9,58.76,59,58.31,14.85M,1.25%,0
1-Dec-11,58.61,58.64,59.15,58.46,8.79M,-0.49%,0
2-Dec-11,58.09,58.88,58.97,58.04,11.20M,-0.89%,1
5-Dec-11,58.34,58.26,58.51,58,10.52M,0.43%,1
6-Dec-11,58.78,58.57,59.01,58.4,11.40M,0.75%,0
7-Dec-11,58.51,58.35,59.2,58.26,15.75M,-0.46%,0
8-Dec-11,57.98,58.39,58.55,57.87,10.35M,-0.91%,1
9-Dec-11,58.32,58.16,58.49,57.47,10.06M,0.59%,0
12-Dec-11,58.09,57.87,58.44,57.76,10.04M,-0.39%,0
13-Dec-11,57.6,58.13,58.35,57.42,10.98M,-0.84%,1
14-Dec-11,57.65,57.72,58.12,57.52,8.98M,0.09%,1
15-Dec-11,57.95,57.83,58.4,57.83,8.56M,0.52%,1
16-Dec-11,58.27,58.3,58.49,58.09,14.93M,0.55%,0
19-Dec-11,57.78,58.3,58.57,57.61,7.24M,-0.84%,1
20-Dec-11,59.19,58.37,59.27,58.24,11.07M,2.44%,1
21-Dec-11,59.39,59.19,59.66,59.16,8.57M,0.34%,0
22-Dec-11,59.19,59.41,59.54,59.05,7.90M,-0.34%,1
23-Dec-11,59.99,59.32,60,59.14,6.19M,1.35%,0
27-Dec-11,59.83,59.95,59.98,59.66,4.87M,-0.27%,0
28-Dec-11,59.73,59.77,59.94,59.63,5.24M,-0.17%,1
29-Dec-11,59.99,59.72,59.99,59.34,6.33M,0.44%,0
30-Dec-11,59.76,59.89,59.94,59.69,4.67M,-0.38%,0
