Date,Price,Open,High,Low,Vol.,Change %,trend
21-Apr-10,54.47,54.44,54.57,54.18,11.50M,-0.09%,1
22-Apr-10,54.49,54.37,54.65,54.15,10.92M,0.04%,1
23-Apr-10,54.53,54.47,54.61,53.92,16.60M,0.07%,0
26-Apr-10,54.04,54.53,54.7,54.01,14.75M,-0.90%,0
27-Apr-10,54.04,53.6,54.42,53.53,19.18M,0.00%,0
28-Apr-10,53.61,53.92,54.1,53.52,14.90M,-0.80%,1
29-Apr-10,53.7,53.66,54.23,53.55,13.32M,0.17%,0
30-Apr-10,53.64,53.82,54.15,53.64,16.28M,-0.11%,1
3-May-10,53.74,53.88,53.95,53.47,12.30M,0.19%,1
4-May-10,54.02,53.59,54.57,53.55,18.67M,0.52%,1
5-May-10,54.77,54.11,54.95,53.82,16.61M,1.39%,0
6-May-10,53.23,54.35,54.78,51.53,24.07M,-2.81%,0
7-May-10,52.4,53.04,53.62,51.8,28.95M,-1.56%,1
10-May-10,52.58,53.06,53.24,51.83,27.09M,0.34%,0
11-May-10,52.46,52.35,52.77,52.17,19.63M,-0.23%,1
12-May-10,52.48,52.5,52.56,52.13,13.61M,0.04%,0
13-May-10,52.4,52.63,52.97,52.36,12.46M,-0.15%,0
14-May-10,52.12,52.41,52.7,52.02,18.65M,-0.53%,1
17-May-10,52.73,52.41,52.92,52.04,16.95M,1.17%,1
18-May-10,53.7,53.32,54.45,53.2,32.23M,1.84%,0
19-May-10,53.04,53.53,53.76,52.79,20.42M,-1.23%,0
20-May-10,51.3,52.37,52.96,51.3,27.26M,-3.28%,1
21-May-10,51.37,50.73,51.37,50.51,24.55M,0.14%,0
24-May-10,51,51.04,51.54,50.9,13.57M,-0.72%,0
25-May-10,50.28,50.25,50.5,50,24.06M,-1.41%,0
26-May-10,50.02,50.36,50.6,50.01,19.08M,-0.52%,1
27-May-10,50.7,50.52,50.73,50.32,13.98M,1.36%,0
28-May-10,50.56,50.75,50.93,50.5,14.02M,-0.28%,1
1-Jun-10,50.92,50.8,51.51,50.52,16.05M,0.71%,1
2-Jun-10,51.72,51.23,51.74,51.02,13.67M,1.57%,0
3-Jun-10,51.72,51.73,52.08,51.48,10.51M,0.00%,0
4-Jun-10,50.4,51.41,51.7,50.22,24.04M,-2.55%,1
7-Jun-10,50.74,50.46,51.37,50.32,19.50M,0.67%,1
8-Jun-10,50.78,50.79,50.98,50.53,20.32M,0.08%,1
9-Jun-10,50.99,50.96,51.36,50.59,16.54M,0.41%,1
10-Jun-10,51.22,51.21,51.68,51.06,15.85M,0.45%,0
11-Jun-10,50.86,50.97,51.27,50.55,14.03M,-0.70%,1
14-Jun-10,51.24,51.11,51.46,50.89,13.90M,0.75%,1
15-Jun-10,51.64,51.2,51.65,51.06,14.31M,0.78%,0
16-Jun-10,50.98,51.5,51.58,50.92,15.91M,-1.28%,1
17-Jun-10,51.41,51.05,51.49,50.96,12.67M,0.84%,1
18-Jun-10,51.55,51.41,51.91,51.41,25.43M,0.27%,0
21-Jun-10,51.02,51.71,51.88,50.71,14.66M,-1.03%,0
22-Jun-10,50.68,51.07,51.47,50.6,13.66M,-0.67%,1
23-Jun-10,50.81,50.76,51.04,50.4,15.95M,0.26%,0
24-Jun-10,50.03,50.73,50.83,49.95,14.82M,-1.54%,0
25-Jun-10,48.8,49.95,50.2,48.8,45.34M,-2.46%,1
28-Jun-10,49.57,49.06,49.77,49.01,14.70M,1.58%,0
29-Jun-10,48.9,49.17,49.26,48.43,20.35M,-1.35%,0
30-Jun-10,48.07,48.96,48.97,48.01,18.39M,-1.70%,1
1-Jul-10,48.34,48.1,48.41,47.77,18.11M,0.56%,0
2-Jul-10,48,48.44,48.44,47.84,13.58M,-0.70%,1
6-Jul-10,48.57,49.34,49.44,48.26,18.23M,1.19%,1
7-Jul-10,48.92,48.66,48.97,48.16,16.18M,0.72%,1
8-Jul-10,49.18,49.32,49.32,48.79,12.65M,0.53%,1
9-Jul-10,49.43,49.25,49.55,49.15,11.61M,0.51%,1
12-Jul-10,50.12,49.78,50.33,49.68,13.44M,1.40%,1
13-Jul-10,50.54,50.35,50.69,50.1,13.22M,0.84%,0
14-Jul-10,50.35,50.05,50.36,50.04,10.71M,-0.38%,1
15-Jul-10,50.41,50.34,50.44,49.91,12.26M,0.12%,0
16-Jul-10,49.67,50.15,50.33,49.52,15.92M,-1.47%,0
19-Jul-10,49.52,49.72,49.81,49.09,11.90M,-0.30%,1
20-Jul-10,50.88,49.26,51.03,49.26,16.28M,2.75%,0
21-Jul-10,50.35,51,51,50.11,12.31M,-1.04%,1
22-Jul-10,50.86,50.55,51.09,50.51,11.98M,1.01%,1
23-Jul-10,51.67,50.91,51.81,50.9,13.05M,1.59%,0
26-Jul-10,51.13,51.67,51.67,50.91,14.12M,-1.05%,0
27-Jul-10,50.96,50.8,51.3,50.66,12.30M,-0.33%,1
28-Jul-10,51.13,50.8,51.39,50.8,9.33M,0.33%,0
29-Jul-10,51.06,51.23,51.78,50.8,9.63M,-0.14%,1
30-Jul-10,51.19,50.61,51.25,50.5,13.56M,0.25%,1
2-Aug-10,51.41,51.55,51.7,50.95,13.86M,0.43%,0
3-Aug-10,51.29,51.25,51.65,51.03,10.67M,-0.23%,1
4-Aug-10,51.6,51.04,51.71,51.01,8.07M,0.60%,1
5-Aug-10,51.62,51.64,51.67,51.22,7.44M,0.04%,1
6-Aug-10,51.79,51.42,51.79,51.11,8.27M,0.33%,1
9-Aug-10,52.06,51.83,52.34,51.8,8.27M,0.52%,1
10-Aug-10,52.22,51.91,52.48,51.69,8.85M,0.31%,0
11-Aug-10,51.02,51.62,51.62,50.98,11.31M,-2.30%,0
12-Aug-10,50.43,50.56,50.78,50.01,12.80M,-1.16%,0
13-Aug-10,50.4,50.33,50.74,50,10.10M,-0.06%,1
16-Aug-10,50.41,50.17,50.57,50.06,9.65M,0.02%,1
17-Aug-10,51.02,50.79,51.62,50.66,16.32M,1.21%,0
18-Aug-10,50.86,51,51.32,50.62,15.75M,-0.31%,0
19-Aug-10,50.06,50.7,50.96,50,15.63M,-1.57%,1
20-Aug-10,50.22,50.17,50.47,50.03,11.70M,0.32%,1
23-Aug-10,51.14,50.57,51.5,50.39,14.66M,1.83%,1
24-Aug-10,51.3,50.67,51.72,50.6,16.70M,0.31%,1
25-Aug-10,51.55,51.25,51.79,51.09,14.85M,0.49%,0
26-Aug-10,50.97,51.62,51.62,50.75,11.90M,-1.13%,1
27-Aug-10,51,51.02,51.25,50.72,11.93M,0.06%,0
30-Aug-10,50.55,51.02,51.25,50.53,8.50M,-0.88%,0
31-Aug-10,50.14,50.51,51.1,50.12,25.36M,-0.81%,1
1-Sep-10,51.2,50.49,51.43,50.46,13.44M,2.11%,1
2-Sep-10,51.76,51.12,51.81,51.12,11.21M,1.09%,1
3-Sep-10,52.04,51.86,52.09,51.55,9.61M,0.54%,0
7-Sep-10,51.86,52.07,52.56,51.84,10.59M,-0.35%,0
8-Sep-10,51.83,51.89,51.98,51.52,8.96M,-0.06%,1
9-Sep-10,51.91,52.06,52.1,51.84,7.30M,0.15%,1
10-Sep-10,51.97,51.9,52.07,51.72,8.16M,0.12%,1
13-Sep-10,52.21,52.25,52.47,52.01,7.87M,0.46%,1
14-Sep-10,52.66,52.16,53.03,52.15,11.20M,0.86%,1
15-Sep-10,52.86,52.47,53.1,52.41,10.20M,0.38%,1
16-Sep-10,53.15,52.66,53.28,52.55,10.74M,0.55%,0
17-Sep-10,53.01,53.17,53.33,52.88,20.80M,-0.26%,1
20-Sep-10,53.54,53.1,53.67,53.09,9.26M,1.00%,1
21-Sep-10,53.57,53.52,53.95,53.32,9.43M,0.06%,1
22-Sep-10,53.82,53.52,54,53.45,9.66M,0.47%,0
23-Sep-10,53.65,53.73,53.92,53.53,7.29M,-0.32%,1
24-Sep-10,54.08,53.95,54.39,53.84,9.77M,0.80%,0
27-Sep-10,53.48,53.91,54.01,53.47,8.66M,-1.11%,1
28-Sep-10,53.82,53.53,53.99,53.05,11.15M,0.64%,0
29-Sep-10,53.35,53.8,53.81,53.11,9.87M,-0.87%,1
30-Sep-10,53.52,53.53,53.99,53.14,10.91M,0.32%,0
1-Oct-10,53.36,53.6,53.62,53.2,8.23M,-0.30%,1
4-Oct-10,53.57,53.34,53.7,53.14,7.14M,0.39%,1
5-Oct-10,54,53.94,54.25,53.83,10.22M,0.80%,1
6-Oct-10,54.56,53.92,54.63,53.9,10.41M,1.04%,0
7-Oct-10,54.36,54.66,54.82,54.04,7.77M,-0.37%,1
8-Oct-10,54.41,54.35,54.59,54.02,8.80M,0.09%,1
11-Oct-10,54.61,54.52,54.74,54.43,7.04M,0.37%,0
12-Oct-10,53.92,54.45,54.45,53.75,15.04M,-1.26%,0
13-Oct-10,53.82,54.18,54.52,53.73,13.62M,-0.19%,0
14-Oct-10,53.25,53.87,53.87,52.93,15.55M,-1.06%,1
15-Oct-10,53.35,53.36,53.58,53.02,12.56M,0.19%,1
18-Oct-10,53.76,53.25,53.9,53.25,9.23M,0.77%,0
19-Oct-10,53.32,53.45,53.76,53.13,10.22M,-0.82%,1
20-Oct-10,53.47,53.29,53.84,53.25,9.75M,0.28%,1
21-Oct-10,54.03,53.69,54.34,53.59,9.60M,1.05%,1
22-Oct-10,54.06,53.96,54.1,53.86,5.80M,0.06%,0
25-Oct-10,53.95,54.18,54.4,53.9,7.96M,-0.20%,1
26-Oct-10,54.56,53.84,54.73,53.83,10.30M,1.13%,0
27-Oct-10,53.87,54.24,54.63,53.55,13.02M,-1.26%,1
28-Oct-10,54.08,54.19,54.23,53.59,8.18M,0.39%,1
29-Oct-10,54.17,54.04,54.59,53.61,8.03M,0.17%,1
1-Nov-10,54.31,54.05,54.5,54.02,8.21M,0.26%,1
2-Nov-10,54.79,54.55,54.99,54.49,8.85M,0.88%,1
3-Nov-10,54.91,54.77,54.95,54.22,9.19M,0.22%,1
4-Nov-10,55.36,55,55.5,54.95,13.25M,0.82%,0
5-Nov-10,55.2,55.45,55.72,54.9,10.26M,-0.29%,0
8-Nov-10,54.91,54.91,55.08,54.51,9.94M,-0.53%,1
9-Nov-10,55.05,55.08,55.21,54.83,10.05M,0.25%,0
10-Nov-10,54.51,54.76,54.76,54.09,11.24M,-0.98%,0
11-Nov-10,54.34,54.52,54.52,53.96,12.57M,-0.31%,0
12-Nov-10,54.13,54.1,54.34,53.86,10.68M,-0.39%,0
15-Nov-10,53.95,54.17,54.35,53.87,11.46M,-0.33%,1
16-Nov-10,54.26,54.57,55.35,54.24,23.57M,0.57%,0
17-Nov-10,53.77,54.35,54.44,53.56,14.51M,-0.90%,1
18-Nov-10,53.98,54.14,54.66,53.9,11.59M,0.39%,1
19-Nov-10,54.39,54.1,54.45,53.95,10.31M,0.76%,0
22-Nov-10,54.38,54.2,54.6,53.92,9.50M,-0.02%,0
23-Nov-10,53.67,54.2,54.26,53.56,13.85M,-1.31%,1
24-Nov-10,54.01,53.74,54.18,53.74,10.31M,0.63%,0
26-Nov-10,53.74,53.69,53.93,53.57,4.15M,-0.50%,1
29-Nov-10,53.85,53.65,53.92,53.43,10.79M,0.20%,1
30-Nov-10,54.09,53.76,54.43,53.6,17.56M,0.45%,1
1-Dec-10,54.7,54.42,54.85,54.39,17.88M,1.13%,1
2-Dec-10,54.75,54.71,54.9,54.38,15.78M,0.09%,0
3-Dec-10,54.62,54.63,54.76,54.31,10.10M,-0.24%,0
6-Dec-10,54.49,54.88,54.94,54.47,8.63M,-0.24%,1
7-Dec-10,55.09,54.54,55.34,54.54,15.90M,1.10%,0
8-Dec-10,54.49,54.86,54.95,54.45,12.48M,-1.09%,0
9-Dec-10,54.34,54.72,54.77,54.32,10.73M,-0.28%,0
10-Dec-10,54.28,54.31,54.4,54.14,12.05M,-0.11%,0
13-Dec-10,54.21,54.31,54.4,54,11.33M,-0.13%,1
14-Dec-10,54.45,54.1,54.58,54.02,10.75M,0.44%,0
15-Dec-10,54.23,54.23,54.34,54.04,10.55M,-0.40%,1
16-Dec-10,54.63,54.09,54.63,54,12.34M,0.74%,0
17-Dec-10,54.41,54.68,54.75,54.38,21.56M,-0.40%,0
20-Dec-10,53.77,54.56,54.56,53.61,13.62M,-1.18%,0
21-Dec-10,53.65,53.76,53.86,53.64,8.29M,-0.22%,0
22-Dec-10,53.31,53.59,53.65,53.16,11.46M,-0.63%,1
23-Dec-10,53.6,53.17,53.69,53.14,9.07M,0.54%,0
27-Dec-10,53.57,53.56,53.73,53.23,5.88M,-0.06%,1
28-Dec-10,53.74,53.63,53.93,53.51,6.79M,0.32%,1
29-Dec-10,54.08,53.57,54.26,53.57,7.63M,0.63%,0
30-Dec-10,54.07,54,54.19,53.84,6.30M,-0.02%,0
31-Dec-10,53.93,53.97,54.25,53.79,7.09M,-0.26%,0
