Date,Price,Open,High,Low,Vol.,Change %,CP,EMA12,EMA26,MACD,K,D,R,trend
3-Jun-19,101.96,101.63,102.68,101.4,6.61M,0.51%,108.2446667,101.7777402,101.4812243,0.296515893,43.75,40.20881619,56.25,1
4-Jun-19,102.56,102.61,102.65,101.44,5.97M,0.59%,108.288,101.8980879,101.5611336,0.336954244,92.56198347,65.15563768,7.438016529,1
5-Jun-19,104.42,102.75,104.78,102.6,6.90M,1.81%,108.59,102.2860743,101.7729015,0.513172848,83.48623853,73.266074,16.51376147,1
6-Jun-19,105.11,104.49,105.66,104.2,8.06M,0.66%,108.9113333,102.7205244,102.020094,0.700430467,62.32876712,79.45899638,37.67123288,1
7-Jun-19,106.06,105.23,106.36,105.05,6.81M,0.90%,109.3233333,103.2342899,102.3193463,0.91494364,77.09923664,74.30474743,22.90076336,1
10-Jun-19,107.52,106.48,107.78,106.37,6.33M,1.38%,109.7373333,103.8936299,102.7045799,1.189050044,81.56028369,73.66276248,18.43971631,1
11-Jun-19,107.94,108,108.97,107.75,6.75M,0.39%,110.2093333,104.5161484,103.0923888,1.423759619,15.57377049,58.07776361,84.42622951,1
12-Jun-19,108.82,107.92,108.91,107.92,4.64M,0.82%,110.696,105.1782794,103.5166563,1.661623137,90.90909091,62.68104836,9.090909091,0
13-Jun-19,108.65,109,109.58,108.17,5.48M,-0.16%,111.198,105.7123903,103.896904,1.815486313,34.04255319,46.84180486,65.95744681,1
14-Jun-19,109.07,108.78,109.59,108.46,4.53M,0.39%,111.654,106.2289456,104.2800963,1.948849357,53.98230088,59.64464833,46.01769912,1
17-Jun-19,109.16,109.12,109.55,108.26,4.15M,0.08%,112.1406667,106.6798771,104.6415706,2.038306449,69.76744186,52.59743198,30.23255814,1
18-Jun-19,109.65,109.8,109.96,108.91,4.91M,0.45%,112.606,107.1368191,105.0125654,2.124253671,70.47619048,64.74197774,29.52380952,0
19-Jun-19,109.62,109.8,109.84,108.87,3.92M,-0.03%,113.086,107.5188469,105.3538568,2.164990056,77.31958763,72.52107332,22.68041237,1
20-Jun-19,110.32,109.82,110.49,109.28,5.00M,0.64%,113.6326667,107.9497935,105.7217193,2.228074231,85.95041322,77.91539711,14.04958678,1
21-Jun-19,111.13,110.34,112.19,110.26,13.18M,0.73%,114.2286667,108.4390561,106.1223327,2.316723381,45.07772021,69.44924035,54.92227979,1
24-Jun-19,111.24,111.49,112.22,111.03,6.03M,0.10%,114.882,108.8699705,106.5014191,2.368551365,17.64705882,49.55839742,82.35294118,0
25-Jun-19,110.72,110.88,111.43,110.4,6.11M,-0.47%,115.466,109.1545904,106.8139066,2.340683816,31.06796117,31.26424673,68.93203883,0
26-Jun-19,110.16,110.85,111.08,110.1,4.16M,-0.51%,115.9726667,109.3092688,107.0617654,2.247503442,6.12244898,18.27915632,93.87755102,0
27-Jun-19,110.1,110.06,110.51,108.86,5.48M,-0.05%,116.3513333,109.4309198,107.2868198,2.144099976,75.15151515,37.44730843,24.84848485,1
28-Jun-19,110.49,110.55,111.5,110.24,6.51M,0.35%,116.71,109.5938552,107.5240924,2.069762787,19.84126984,33.70507799,80.15873016,1
1-Jul-19,110.62,111.3,111.97,110.02,5.52M,0.12%,117.014,109.7517236,107.7534189,1.998304731,30.76923077,41.92067192,69.23076923,1
2-Jul-19,111.6,110.83,111.61,110.34,4.06M,0.89%,117.286,110.0360738,108.0383508,1.997723008,99.21259843,49.94103301,0.787401575,1
3-Jul-19,112.32,111.18,112.4,111,3.21M,0.65%,117.578,110.3874471,108.35551,2.031937066,94.28571429,74.75584783,5.714285714,0
5-Jul-19,111.98,112,112.24,111.21,3.58M,-0.30%,117.7886667,110.6324552,108.6239908,2.008464467,74.75728155,89.41853142,25.24271845,1
8-Jul-19,112.72,111.92,112.93,111.7,4.72M,0.66%,118.06,110.953616,108.9273989,2.026217109,82.92682927,83.9899417,17.07317073,1
9-Jul-19,112.88,112.89,113.38,112.6,5.42M,0.14%,118.314,111.2499827,109.2201841,2.029798613,35.8974359,64.52718224,64.1025641,1
10-Jul-19,112.98,113.12,113.61,112.39,4.58M,0.09%,118.5686667,111.5161392,109.498689,2.017450235,48.36065574,55.72830697,51.63934426,1
11-Jul-19,113.92,113.34,113.94,113.02,3.90M,0.83%,118.8533333,111.885964,109.8261935,2.059770449,97.82608696,60.6947262,2.173913043,1
12-Jul-19,114.6,114.09,114.77,113.62,3.74M,0.60%,119.1853333,112.303508,110.1798088,2.123699159,85.2173913,77.13471133,14.7826087,1
15-Jul-19,114.98,114.67,115.08,114.45,3.35M,0.33%,119.496,112.715276,110.5353785,2.179897445,84.12698413,89.0568208,15.87301587,0
16-Jul-19,114.76,115.33,115.49,114.04,3.49M,-0.19%,119.738,113.0298489,110.8483135,2.181535448,49.65517241,72.99984928,50.34482759,0
17-Jul-19,114.6,114.81,115.17,114.2,2.69M,-0.14%,119.962,113.2714106,111.1262162,2.145194448,41.2371134,58.33975665,58.7628866,1
18-Jul-19,114.72,114.35,114.78,113.74,3.22M,0.10%,120.2286667,113.4942705,111.3924224,2.101848143,94.23076923,61.70768502,5.769230769,0
19-Jul-19,113.9,115,115.31,113.86,3.80M,-0.71%,120.478,113.5566904,111.5781689,1.978521573,2.75862069,46.07550111,97.24137931,0
22-Jul-19,112.82,114.1,114.34,112.32,4.52M,-0.95%,120.6593333,113.4433534,111.6701564,1.773197091,24.75247525,40.58062172,75.24752475,0
23-Jul-19,112.09,113.12,113.2,111.56,5.75M,-0.65%,120.766,113.2351452,111.7012559,1.533889339,32.31707317,19.94272304,67.68292683,0
24-Jul-19,112,112.03,112.79,111.57,4.18M,-0.08%,120.858,113.0451229,111.7233851,1.321737803,35.24590164,30.77181669,64.75409836,1
25-Jul-19,112.22,112.18,112.39,111.66,3.85M,0.20%,120.8993333,112.9181809,111.7601714,1.15800953,76.71232877,48.09176786,23.28767123,1
26-Jul-19,113.02,112.12,113.33,111.82,4.73M,0.71%,120.946,112.9338454,111.853492,1.080353368,79.47019868,63.80947636,20.52980132,0
29-Jul-19,112.27,112.84,112.98,111.76,3.75M,-0.66%,120.9653333,112.8317153,111.8843445,0.947370866,41.80327869,65.99526871,58.19672131,0
30-Jul-19,112.06,112.06,112.4,111.67,3.04M,-0.19%,120.9213333,112.7129899,111.897356,0.81563391,53.42465753,58.23271163,46.57534247,0
31-Jul-19,110.38,111.91,112.34,109.63,6.21M,-1.50%,120.7546667,112.3540684,111.7849592,0.569109128,27.67527675,40.96773766,72.32472325,0
1-Aug-19,109.38,110.32,112.17,109.32,7.45M,-0.91%,120.5146667,111.8965194,111.6068141,0.289705278,2.105263158,27.73506581,97.89473684,1
2-Aug-19,109.4,109.74,110.14,108.15,5.66M,0.02%,120.2133333,111.5124395,111.4433464,0.069093084,62.81407035,30.86487009,37.18592965,0
5-Aug-19,105.82,108,108,105.59,7.57M,-3.27%,119.628,110.6366796,111.0268022,-0.390122659,9.543568465,24.82096732,90.45643154,1
6-Aug-19,107.27,106.19,107.84,105.59,7.02M,1.37%,119.114,110.1187289,110.7485206,-0.629791714,74.66666667,49.00810183,25.33333333,1
7-Aug-19,108.2,107.02,108.64,105.92,7.28M,0.87%,118.6766667,109.8235398,110.5597413,-0.736201468,83.82352941,56.01125485,16.17647059,1
8-Aug-19,108.52,108.01,108.84,107.77,4.37M,0.30%,118.2713333,109.6229952,110.4086493,-0.785654107,70.09345794,76.19455134,29.90654206,0
9-Aug-19,107.28,108.06,108.46,106.71,4.19M,-1.14%,117.7753333,109.2625344,110.1768975,-0.914363108,32.57142857,62.16280531,67.42857143,0
12-Aug-19,105.22,106.72,106.84,104.84,5.87M,-1.92%,117.1966667,108.640606,109.8097199,-1.169113885,19,40.55496217,81,1
13-Aug-19,107.41,105.25,108.11,104.85,6.72M,2.08%,116.836,108.451282,109.6319629,-1.18068086,78.52760736,43.36634531,21.47239264,0
14-Aug-19,106.2,105.48,108.06,105.14,9.31M,-1.13%,116.4433333,108.104931,109.3777434,-1.272812469,36.30136986,44.60965907,63.69863014,1
15-Aug-19,112.69,112.53,113.64,110.16,19.81M,6.11%,116.4893333,108.8103262,109.6230958,-0.81276957,72.70114943,62.51004222,27.29885057,1
16-Aug-19,112.99,114.08,114.93,112.06,10.97M,0.27%,116.5406667,109.4533529,109.8724961,-0.419143144,32.40418118,47.13556682,67.59581882,1
19-Aug-19,113.81,114.35,114.78,113.6,7.18M,0.73%,116.5933333,110.1236063,110.164163,-0.040556707,17.79661017,40.96731359,82.20338983,0
